depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,1,0,4.918494057864902,0.0,1
3,0.05,0.05,1,1,4.119891726689872,0.6275239929349297,64
3,0.05,0.05,1,2,3.6801566236819094,0.6508602595850085,242
