layer,node1_id,node2_id,js_distance,node1_doc_count,node2_doc_count
1,1,4784,0.6780258202091248,398,8
1,1,4214,0.692235432133651,398,12
1,1,7160,0.6810592169713262,398,9
1,1,582,0.7034770553856208,398,18
1,1,41,0.6983338204510244,398,14
1,1,13,0.6755526878932427,398,13
1,1,3232,0.6656478206156721,398,6
1,1,5,0.6970663117082893,398,20
1,1,34,0.6813191387291514,398,18
1,1,165,0.7083293055736894,398,18
1,1,1788,0.6861891214239887,398,4
1,1,572,0.6795180472170748,398,12
1,1,2835,0.6800060755554341,398,21
1,1,736,0.669348569318581,398,15
1,1,81,0.675330345623342,398,7
1,1,2741,0.7229649930435976,398,24
1,1,8506,0.6742975803260087,398,10
1,1,204,0.668648384813934,398,4
1,1,4765,0.7039135183579341,398,11
1,1,422,0.707355710705607,398,9
1,1,5571,0.7048157400366283,398,12
1,1,1650,0.7000848008889935,398,15
1,1,3776,0.6640728957362065,398,10
1,1,7740,0.6368226267649618,398,3
1,1,1265,0.6672886936201148,398,6
1,1,79,0.6417362286223433,398,21
1,1,2231,0.6510283024693863,398,10
1,1,125,0.6793635003452876,398,16
1,1,209,0.6480445850190023,398,11
1,1,1353,0.6738498434158658,398,9
1,1,1784,0.6915480653263553,398,7
1,1,9249,0.6674338105832274,398,8
1,1,4972,0.6866207034037739,398,10
1,1,931,0.6869669850246413,398,25
1,1,8087,0.6348158187793909,398,7
1,1,2380,0.6769146719643896,398,7
1,1,7013,0.7046787400206735,398,12
1,1,123,0.7024437176424405,398,13
1,1,624,0.6653994010352474,398,5
1,1,8871,0.6740240036400498,398,5
1,1,9349,0.6940640234991674,398,11
1,1,10121,0.6819273330185757,398,9
1,1,10284,0.6975256374163276,398,11
1,1,11797,0.6640799251972044,398,3
1,1,11906,0.678628521612733,398,6
1,1,15643,0.6821218161302354,398,8
1,1,16189,0.688502846689299,398,7
1,1,16202,0.6658886898718076,398,3
1,1,17657,0.669091985240058,398,4
1,1,17877,0.6650404123814122,398,4
1,1,18308,0.6778120375143611,398,6
1,1,18429,0.6767284510704078,398,1
1,1,18491,0.6683006903762646,398,4
1,1,19056,0.6871681689458,398,5
1,1,19757,0.6830750030879057,398,6
1,1,20412,0.6769682488104684,398,5
1,1,21693,0.6683743310845502,398,8
1,1,22632,0.6676406494585388,398,3
1,1,22838,0.6706853350446962,398,1
1,1,22848,0.5988868124956993,398,2
1,4784,4214,0.6312515326945781,8,12
1,4784,7160,0.6056137864519818,8,9
1,4784,582,0.6028536767348348,8,18
1,4784,41,0.6289890987766242,8,14
1,4784,13,0.6152147045167636,8,13
1,4784,3232,0.5236044299060102,8,6
1,4784,5,0.6349242008395591,8,20
1,4784,34,0.5959371005922935,8,18
1,4784,165,0.651057350532209,8,18
1,4784,1788,0.5779609237788589,8,4
1,4784,572,0.626005638834319,8,12
1,4784,2835,0.646160488893637,8,21
1,4784,736,0.6059002504615295,8,15
1,4784,81,0.6316705562959779,8,7
1,4784,2741,0.6587142707668046,8,24
1,4784,8506,0.596817646041895,8,10
1,4784,204,0.6073403773330772,8,4
1,4784,4765,0.5950681582810112,8,11
1,4784,422,0.6177724164021152,8,9
1,4784,5571,0.5975034152842899,8,12
1,4784,1650,0.6009961280154458,8,15
1,4784,3776,0.5999939967791454,8,10
1,4784,7740,0.5943456889883284,8,3
1,4784,1265,0.5454698507797324,8,6
1,4784,79,0.6350477865703462,8,21
1,4784,2231,0.6236618442105005,8,10
1,4784,125,0.604563325570766,8,16
1,4784,209,0.6264256628901209,8,11
1,4784,1353,0.6466670219655186,8,9
1,4784,1784,0.5806331668701219,8,7
1,4784,9249,0.5966701492828798,8,8
1,4784,4972,0.5568325607867418,8,10
1,4784,931,0.6554631612625665,8,25
1,4784,8087,0.6138612543821618,8,7
1,4784,2380,0.5754474548416191,8,7
1,4784,7013,0.621505065579014,8,12
1,4784,123,0.606896005912923,8,13
1,4784,624,0.6004876470634511,8,5
1,4784,8871,0.561053942803711,8,5
1,4784,9349,0.5856812324218804,8,11
1,4784,10121,0.6216226829632799,8,9
1,4784,10284,0.6035673204901566,8,11
1,4784,11797,0.6074806504768498,8,3
1,4784,11906,0.5874220621142753,8,6
1,4784,15643,0.5396318415766979,8,8
1,4784,16189,0.5921995941515551,8,7
1,4784,16202,0.5440609267606159,8,3
1,4784,17657,0.5947705177394252,8,4
1,4784,17877,0.6008045764233897,8,4
1,4784,18308,0.5775870692116151,8,6
1,4784,18429,0.5562359018489549,8,1
1,4784,18491,0.5940710635253829,8,4
1,4784,19056,0.5712770005625671,8,5
1,4784,19757,0.5794135319346968,8,6
1,4784,20412,0.5517785650723966,8,5
1,4784,21693,0.5652831771514312,8,8
1,4784,22632,0.5596688703437107,8,3
1,4784,22838,0.5622594160002297,8,1
1,4784,22848,0.5484937173196346,8,2
1,4214,7160,0.6285432287432661,12,9
1,4214,582,0.6369364659981933,12,18
1,4214,41,0.6313517035719816,12,14
1,4214,13,0.6168555570072516,12,13
1,4214,3232,0.5734624035691159,12,6
1,4214,5,0.6528664335078354,12,20
1,4214,34,0.6281524711790203,12,18
1,4214,165,0.6616710720528651,12,18
1,4214,1788,0.6107832598488945,12,4
1,4214,572,0.6378193901760114,12,12
1,4214,2835,0.663062928367102,12,21
1,4214,736,0.6460214060572568,12,15
1,4214,81,0.6487455391631219,12,7
1,4214,2741,0.6318747341522634,12,24
1,4214,8506,0.644191111031888,12,10
1,4214,204,0.6374271695663587,12,4
1,4214,4765,0.6390890374382805,12,11
1,4214,422,0.6373781025856312,12,9
1,4214,5571,0.6365098246324447,12,12
1,4214,1650,0.6273328164513102,12,15
1,4214,3776,0.6140674001843051,12,10
1,4214,7740,0.6196633508250967,12,3
1,4214,1265,0.5793560359643308,12,6
1,4214,79,0.6518463904481175,12,21
1,4214,2231,0.6411032428655191,12,10
1,4214,125,0.6449325848192244,12,16
1,4214,209,0.6554980007624778,12,11
1,4214,1353,0.66271665310369,12,9
1,4214,1784,0.6004904149532485,12,7
1,4214,9249,0.6295003174004049,12,8
1,4214,4972,0.6372434274175149,12,10
1,4214,931,0.670356197797594,12,25
1,4214,8087,0.6274100360671302,12,7
1,4214,2380,0.6069963882556446,12,7
1,4214,7013,0.6346296092950973,12,12
1,4214,123,0.6531931120728368,12,13
1,4214,624,0.6414337674427039,12,5
1,4214,8871,0.6161794256253901,12,5
1,4214,9349,0.6075378792835391,12,11
1,4214,10121,0.6266335693090376,12,9
1,4214,10284,0.6248796553157173,12,11
1,4214,11797,0.6276131781327591,12,3
1,4214,11906,0.610543699447723,12,6
1,4214,15643,0.5967501568236713,12,8
1,4214,16189,0.6264869762630094,12,7
1,4214,16202,0.5728659202729516,12,3
1,4214,17657,0.6273085666754014,12,4
1,4214,17877,0.6209419691605537,12,4
1,4214,18308,0.6032426801819458,12,6
1,4214,18429,0.5738690626866737,12,1
1,4214,18491,0.5966274020377943,12,4
1,4214,19056,0.6123835218497324,12,5
1,4214,19757,0.612680482572516,12,6
1,4214,20412,0.5838781205067988,12,5
1,4214,21693,0.6039099465148405,12,8
1,4214,22632,0.582726004609853,12,3
1,4214,22838,0.5943414657198285,12,1
