alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
1.0,0.05,0.05,3,265,194,194,194,16508,-115420.0380209475,1087.6382413110975,1569.2451647515343,1.0,3.0
