layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.013885924146951546,0.48573015805465863,-0.5916976867410396,0.013885924146951546,0.48573015805465863,-0.5916976867410396,,,,5,1.0,0.05,0.05,3
1,61,970,15.901639344262295,0.0107180595170131,0.5752295987131494,-2.1342962040032254,0.03350769804444181,0.5232331176653164,-2.7582013508452707,0.1296599662036677,0.1393866156058617,1.5943056597333276,5,1.0,0.05,0.05,3
2,267,970,3.6329588014981273,0.06053245797648481,0.561325320825629,-2.8930336178622356,0.04341653963436565,0.5519182858919175,-3.096570618505258,0.16487327287443282,0.16285164112807338,2.382977965057636,5,1.0,0.05,0.05,3
