parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,64,0.659846102517168,0.650763727068408,0.016199575475321446,0.664731951710164,0.6175153724873066,0.6869387188971685,1.0,0.05
1,2,242,0.6084046649242482,0.626464152963917,0.06117252773382437,0.6168188522387356,0.36977636803382113,0.7385735281522591,1.0,0.05
