layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,-0.0013048143255487954,0.4947950240613893,-0.5807813009350646,-0.0013048143255487954,0.4947950240613893,-0.5807813009350646,,,,5,1.0,0.05,0.05,3
2,242,970,4.008264462809917,0.04589140203004989,0.5337319054748302,-2.7186074830757,0.04106750438960779,0.5500332096779876,-2.927259226753781,0.15700575406682676,0.15033465846723143,1.9194250337677867,5,1.0,0.05,0.05,3
1,64,970,15.15625,0.05200857001291165,0.5970852092262916,-2.1535544610064834,0.05169026225987962,0.5340676057111049,-2.7522373100452784,0.1212926977117039,0.13210051825228308,1.7339650024512638,5,1.0,0.05,0.05,3
