parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,78,0.6557301291659823,0.6401357307221083,0.01974531745850923,0.6569254827604274,0.5959185193525796,0.7087210969490862,0.2,0.05
1,2,246,0.6028140411623127,0.6208957003254039,0.07311929724262563,0.6053074115654331,0.3286848849981196,0.7398809428127566,0.2,0.05
