node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,alpha_prior,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
35323,6.186729537530975,57,1490,0.0382550335570469,0.2,2.0,170,3,2,34284.0,,0
35324,5.906454567988237,40,1490,0.0268456375838926,0.2,2.0,170,1,2,350.0,,0
35326,6.959957669219261,21,1490,0.0140939597315436,0.2,2.0,170,2,2,15193.0,,0
35327,6.444478716835321,34,1490,0.0228187919463087,0.2,2.0,170,1,2,7389.0,,0
35328,5.553519412377662,51,1490,0.034228187919463,0.2,2.0,170,2,2,391.0,,0
35330,6.343180058896701,52,1490,0.0348993288590604,0.2,2.0,170,5,2,53.0,,0
35331,6.914596232986669,26,1490,0.0174496644295302,0.2,2.0,170,2,2,14207.0,,0
35332,6.23870001886697,74,1490,0.0496644295302013,0.2,2.0,170,2,2,34928.0,,0
35333,6.370843656950096,28,1490,0.0187919463087248,0.2,2.0,170,1,2,33443.0,,0
35334,6.558250013954138,24,1490,0.0161073825503355,0.2,2.0,170,1,2,16440.0,,0
35335,5.762398663281196,61,1490,0.0409395973154362,0.2,2.0,170,2,2,869.0,,0
35336,6.78556939050363,25,1490,0.0167785234899328,0.2,2.0,170,1,2,24.0,,0
35337,6.201259559249013,35,1490,0.023489932885906,0.2,2.0,170,2,2,145.0,,0
35338,6.510799319708645,31,1490,0.0208053691275167,0.2,2.0,170,1,2,145.0,,0
35339,6.333414659748315,56,1490,0.0375838926174496,0.2,2.0,170,3,2,7389.0,,0
35340,6.061386326504089,31,1490,0.0208053691275167,0.2,2.0,170,1,2,14207.0,,0
35341,6.719190632422818,14,1490,0.0093959731543624,0.2,2.0,170,1,2,145.0,,0
35342,5.991750021676574,43,1490,0.0288590604026845,0.2,2.0,170,2,2,53.0,,0
35343,6.813331692339288,21,1490,0.0140939597315436,0.2,2.0,170,2,2,19691.0,,0
35344,6.218556585266875,41,1490,0.0275167785234899,0.2,2.0,170,1,2,5749.0,,0
35345,5.2480337053955255,110,1490,0.0738255033557047,0.2,2.0,170,3,2,15097.0,,0
35346,6.407145818903612,47,1490,0.0315436241610738,0.2,2.0,170,2,2,1.0,,0
35347,7.034649994989776,15,1490,0.0100671140939597,0.2,2.0,170,1,2,808.0,,0
35348,5.454899831207387,46,1490,0.0308724832214765,0.2,2.0,170,2,2,16440.0,,0
35349,6.10567588828556,63,1490,0.0422818791946308,0.2,2.0,170,2,2,145.0,,0
35350,5.9378201639564105,50,1490,0.0335570469798657,0.2,2.0,170,1,2,8539.0,,0
35351,6.686881876202467,28,1490,0.0187919463087248,0.2,2.0,170,1,2,808.0,,0
35352,6.401055746566231,36,1490,0.0241610738255033,0.2,2.0,170,2,2,3775.0,,0
35353,6.288217318589442,27,1490,0.0181208053691275,0.2,2.0,170,1,2,808.0,,0
35354,7.1000623199027055,12,1490,0.0080536912751677,0.2,2.0,170,1,2,33924.0,,0
35355,7.071188884375967,18,1490,0.0120805369127516,0.2,2.0,170,1,2,3775.0,,0
35356,6.140251891672438,45,1490,0.0302013422818791,0.2,2.0,170,2,2,988.0,,0
35357,6.586975644052682,29,1490,0.0194630872483221,0.2,2.0,170,2,2,33790.0,,0
35358,6.628298498079417,35,1490,0.023489932885906,0.2,2.0,170,1,2,32451.0,,0
35359,6.1384308309143805,50,1490,0.0335570469798657,0.2,2.0,170,2,2,13337.0,,0
35360,5.990923860422736,21,1490,0.0140939597315436,0.2,2.0,170,1,2,59.0,,0
35361,6.504582214719481,30,1490,0.0201342281879194,0.2,2.0,170,1,2,473.0,,0
35362,6.400581284721393,15,1490,0.0100671140939597,0.2,2.0,170,2,2,2071.0,,0
35363,6.864444394288193,14,1490,0.0093959731543624,0.2,2.0,170,1,2,15193.0,,0
35364,6.414786643500491,38,1490,0.0255033557046979,0.2,2.0,170,1,2,350.0,,0
35365,6.249790266883802,48,1490,0.0322147651006711,0.2,2.0,170,1,2,8518.0,,0
35366,6.523658068658563,42,1490,0.0281879194630872,0.2,2.0,170,1,2,35058.0,,0
35367,6.467673477085908,39,1490,0.0261744966442953,0.2,2.0,170,1,2,2255.0,,0
35368,6.588144932640077,34,1490,0.0228187919463087,0.2,2.0,170,1,2,53.0,,0
35369,5.787835295372261,44,1490,0.0295302013422818,0.2,2.0,170,1,2,12933.0,,0
35370,6.541699866357968,25,1490,0.0167785234899328,0.2,2.0,170,1,2,15097.0,,0
35371,6.09819502667704,66,1490,0.0442953020134228,0.2,2.0,170,2,2,350.0,,0
35372,5.840830711159764,39,1490,0.0261744966442953,0.2,2.0,170,2,2,31487.0,,0
35373,6.122639578881122,44,1490,0.0295302013422818,0.2,2.0,170,1,2,5749.0,,0
35374,6.3518936863537485,36,1490,0.0241610738255033,0.2,2.0,170,1,2,12933.0,,0
35375,6.307390781833521,26,1490,0.0174496644295302,0.2,2.0,170,1,2,114.0,,0
35376,6.922940600969801,15,1490,0.0100671140939597,0.2,2.0,170,1,2,7389.0,,0
35377,6.077833907290033,49,1490,0.0328859060402684,0.2,2.0,170,1,2,15193.0,,0
35378,6.339505816277192,34,1490,0.0228187919463087,0.2,2.0,170,1,2,128.0,,0
35379,6.21922649729971,45,1490,0.0302013422818791,0.2,2.0,170,1,2,33790.0,,0
