parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,78,0.6557301291647789,0.01974531745855095,0.6649940124478342,75660,970,0.2,0.05
1,2,246,0.6028140411622989,0.07311929724260907,0.6296949944723131,11183,970,0.2,0.05
