layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,-0.0013048143255487954,0.4947950240613893,-0.5807813009350646,-0.0013048143255487954,0.4947950240613893,-0.5807813009350646,,,,5,0.2,0.05,0.05,3
1,78,970,12.435897435897436,0.06309020701255083,0.5850197353958834,-2.365842136829647,0.06228225988006523,0.5425065703731244,-2.7055454151173315,0.13276108107238724,0.11456815724862698,1.446204208406164,5,0.2,0.05,0.05,3
2,246,970,3.9430894308943087,0.05693462596783967,0.5549217752908421,-2.977106678829632,0.04587574586566168,0.5520155342096477,-2.944931646856063,0.14813030024197543,0.1516404541968024,1.8842421991765372,5,0.2,0.05,0.05,3
