alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.2,0.05,0.05,3,170,194,194,194,16508,-112671.61215670849,920.8280609888756,1376.2314153768575,1.0,3.0
