depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.1,0.1,0,4.932442478922921,0.0,1
3,0.05,0.1,0.1,1,4.32016482352072,0.6144339573433545,40
3,0.05,0.1,0.1,2,4.0819772785599024,0.6261017011934452,164
