eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.05,0.05,3,0.1,90,194,194,194,16508,-97797.70997112506,374.0021583542915,374.0021583542915,1.0,3.0
