layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.021117008955801656,0.4645876303814645,-0.6924507757945375,0.021117008955801656,0.4645876303814645,-0.6924507757945375,,,,10,0.1,0.05,3,0.1
1,55,970,17.636363636363637,-0.01712467993081018,0.41641530448236647,-2.5943108744142203,-0.052887535172247584,0.411422015547327,-3.2933796576575016,0.11115503320764779,0.1271282056786837,1.5348383328582518,10,0.1,0.05,3,0.1
2,243,970,3.9917695473251027,0.003773319929671405,0.4600810863897281,-3.134555405826685,-0.01503339368008447,0.44916475955947294,-3.1593746580367106,0.0941027758121279,0.14760313872061928,1.4530786213229097,10,0.1,0.05,3,0.1
