iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,246,970,-428409.4774223846,0,0,3.9430894308943087,59,1
1,242,970,-428456.69737030193,258,58,4.008264462809917,65,1
2,248,970,-427645.90634334,259,62,3.911290322580645,61,1
3,237,970,-428113.68133550324,253,50,4.0928270042194095,60,1
4,246,970,-427458.2574983121,260,60,3.9430894308943087,60,1
5,239,970,-428305.731934327,269,50,4.058577405857741,64,1
6,251,970,-427309.725249377,259,58,3.864541832669323,60,1
7,243,970,-427169.9798959766,253,50,3.9917695473251027,55,1
8,241,970,-427911.3693039557,259,45,4.024896265560166,57,1
9,239,970,-428342.8015004113,272,46,4.058577405857741,63,1
10,242,970,-428378.9597921153,271,47,4.008264462809917,56,1
11,243,970,-427580.4096433229,262,54,3.9917695473251027,59,1
12,244,970,-427338.52820116817,264,59,3.9754098360655736,60,1
13,242,970,-428401.1301399607,277,51,4.008264462809917,55,1
14,256,970,-427547.8517486767,284,61,3.7890625,59,1
15,254,970,-427870.71310784144,264,53,3.8188976377952755,59,1
16,251,970,-427768.4813407632,265,54,3.864541832669323,60,1
17,251,970,-427261.3577569391,265,51,3.864541832669323,61,1
18,244,970,-427400.5070414376,246,53,3.9754098360655736,60,1
19,251,970,-427092.68965508864,270,60,3.864541832669323,61,1
20,245,970,-427106.4032625933,266,50,3.9591836734693877,62,1
21,246,970,-427702.3914321169,265,52,3.9430894308943087,60,1
22,250,970,-426451.8364347868,259,58,3.88,58,1
23,244,970,-427551.6014503791,273,49,3.9754098360655736,61,1
24,244,970,-427066.7820762653,269,45,3.9754098360655736,54,1
25,253,970,-426939.4817041241,268,65,3.83399209486166,57,1
26,243,970,-427281.3735006843,262,44,3.9917695473251027,58,1
27,236,970,-426976.4018262793,252,43,4.110169491525424,54,1
28,242,970,-426969.45242129103,256,52,4.008264462809917,58,1
29,238,970,-427352.6423710093,260,46,4.07563025210084,59,1
30,241,970,-427328.40128266986,263,52,4.024896265560166,57,1
31,248,970,-427193.8151684079,253,51,3.911290322580645,57,1
32,244,970,-427075.82139367313,269,44,3.9754098360655736,56,1
33,247,970,-426876.86306673294,241,46,3.9271255060728745,56,1
34,252,970,-427730.6429508684,255,53,3.8492063492063493,57,1
35,247,970,-427935.3435637862,252,57,3.9271255060728745,59,1
36,247,970,-427287.14748554677,248,45,3.9271255060728745,57,1
