depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.1,0,4.979734977069938,0.0,1
3,0.05,0.05,0.1,1,3.964764771040318,0.6432827744257258,55
3,0.05,0.05,0.1,2,3.640933177741517,0.6515992868777835,243
