layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.999281128267344
1,41,820,820,412.16669910019226,0.5026423159758442,970,5.0577052794558615
2,144,10296,10296,5125.254654288729,0.4977908560886489,970,5.180841704896848
