depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.001,0.1,0.1,0,4.991715612,0,1
3,0.001,0.1,0.1,1,4.372875818,0.6055385605608238,41
3,0.001,0.1,0.1,2,4.31740613,0.6154257734961268,144
