depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.001,0.1,0.1,0,4.888271376689229,0.0,1
3,0.001,0.1,0.1,1,4.18651304724856,0.627058068366113,47
3,0.001,0.1,0.1,2,3.947639575956796,0.6392262692919605,163
