parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.42181647400873484,970,390
1,1,2,2,0.6688917167543428,390,18
1,1,5,2,0.6710655720275023,390,9
0,0,8,1,0.6446695164245687,970,19
8,1,14,2,0.5872361706029974,19,8
0,0,17,1,0.635817729588679,970,10
0,0,23,1,0.6396983375393156,970,16
1,1,27,2,0.659213861746177,390,12
0,0,41,1,0.6383375005196265,970,16
0,0,49,1,0.6305839961547571,970,13
0,0,51,1,0.6346019456763606,970,12
0,0,56,1,0.6367457600776253,970,15
1,1,58,2,0.6294171676269309,390,8
0,0,63,1,0.6324196998157184,970,12
0,0,72,1,0.6278923047984579,970,19
56,1,102,2,0.5401755000104244,15,9
0,0,110,1,0.6122777369934168,970,3
0,0,125,1,0.6594682192202104,970,20
1,1,151,2,0.6296687019035071,390,22
0,0,163,1,0.6487903126792469,970,46
1,1,178,2,0.6457649947269708,390,7
1,1,190,2,0.680035131213901,390,22
1,1,191,2,0.653549934439994,390,6
0,0,198,1,0.6445614926799476,970,10
0,0,228,1,0.6477589341717762,970,17
1,1,235,2,0.6621770106958917,390,17
1,1,268,2,0.6475477095783874,390,10
0,0,278,1,0.6248609170888916,970,16
0,0,303,1,0.6576116494757256,970,18
1,1,344,2,0.6440444901809106,390,17
0,0,358,1,0.6321157217892042,970,26
358,1,359,2,0.61789621970974,26,17
0,0,403,1,0.6474650157688765,970,15
0,0,433,1,0.6429553133965622,970,11
433,1,434,2,0.5497577981228463,11,11
0,0,496,1,0.6284513028976836,970,25
0,0,531,1,0.6379836455964412,970,19
0,0,588,1,0.6502771025427411,970,9
278,1,639,2,0.518236004129406,16,9
496,1,657,2,0.5861615407868733,25,11
1,1,669,2,0.7054625459830424,390,23
41,1,670,2,0.5488719346259979,16,8
403,1,804,2,0.5295744305336576,15,13
1,1,832,2,0.665348357909786,390,12
1,1,1125,2,0.659809071829818,390,19
1,1,1145,2,0.6594857495091042,390,10
0,0,1153,1,0.6276223777890602,970,13
0,0,1347,1,0.6439380209481613,970,12
1,1,1423,2,0.6502380976798652,390,6
163,1,1436,2,0.6443141650385121,46,20
