eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.1,0.05,3,0.1,90,194,194,194,16508,-99076.10848746587,404.1163045716944,416.8885546065424,1.0,3.0
