layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.013885924146951547,0.48573015805465874,-0.6050166986005817,0.013885924146951547,0.48573015805465874,-0.6050166986005818,,,,5,0.1,0.05,0.05,3
1,55,970,17.636363636363637,0.029697303911630925,0.558885415156972,-2.009781785078308,0.03105027641623239,0.5359171046881999,-2.721492004312008,0.1403819105219395,0.14488289941091212,1.9158309399604587,5,0.1,0.05,0.05,3
2,243,970,3.9917695473251027,0.0879243162810389,0.5785704420026481,-2.5301325848652882,0.06997359715275718,0.554136068227557,-2.6760985516970894,0.13753073972105873,0.15015794999503634,1.5979437522668807,5,0.1,0.05,0.05,3
