alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.2,0.05,0.05,3,170,194,194,194,16508,-111128.66035505621,838.6608708747016,1211.7534481071032,1.0,3.0
