layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.013885924146951547,0.48573015805465874,-0.6050166986005817,0.013885924146951547,0.48573015805465874,-0.6050166986005818,,,,5,0.2,0.05,0.05,3
1,67,970,14.477611940298507,0.06541893731833588,0.602531817911727,-2.2884975855007252,0.05737736964452409,0.5468319071664863,-2.62637779214009,0.14296336412179034,0.13692046148301712,1.6520781280774508,5,0.2,0.05,0.05,3
2,257,970,3.77431906614786,0.08130628007296542,0.583682276554608,-2.7334350064874,0.06697064257810366,0.5726244213598013,-2.8085882599427707,0.14161743470068808,0.14781711210145765,1.8132715106339201,5,0.2,0.05,0.05,3
