iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,251,970,-421058.4798731213,0,0,3.864541832669323,35,1
1,262,970,-420988.2933747502,231,55,3.7022900763358777,36,1
2,263,970,-421596.20230300195,240,51,3.688212927756654,37,1
3,249,970,-421664.9372902227,223,44,3.895582329317269,35,1
4,255,970,-421243.43069538305,216,48,3.803921568627451,35,1
5,255,970,-420790.7241550932,234,46,3.803921568627451,37,1
6,261,970,-420440.37948855595,250,52,3.7164750957854404,38,1
7,264,970,-420981.82439992414,250,62,3.6742424242424243,39,1
8,255,970,-420992.5948809016,240,61,3.803921568627451,39,1
9,261,970,-420825.9266327637,220,57,3.7164750957854404,36,1
10,253,970,-421766.50518456363,223,47,3.83399209486166,38,1
11,261,970,-419886.95610183047,213,57,3.7164750957854404,34,1
12,264,970,-421051.32987298555,239,59,3.6742424242424243,38,1
13,252,970,-420813.35931057774,228,48,3.8492063492063493,36,1
14,257,970,-421523.08080385823,238,52,3.77431906614786,37,1
15,262,970,-419862.22772614984,251,58,3.7022900763358777,33,1
16,269,970,-419795.8190534776,242,50,3.6059479553903344,35,1
17,249,970,-421114.82754109736,237,33,3.895582329317269,35,1
18,247,970,-421918.38990016043,245,43,3.9271255060728745,36,1
19,263,970,-420169.5722428113,230,58,3.688212927756654,35,1
20,252,970,-421318.2617583143,225,39,3.8492063492063493,37,1
21,261,970,-420843.8774710731,225,55,3.7164750957854404,34,1
22,263,970,-420652.94983707456,224,52,3.688212927756654,39,1
23,256,970,-419510.89590659377,209,52,3.7890625,32,1
24,251,970,-421261.67793593125,226,42,3.864541832669323,36,1
25,250,970,-421281.11861729197,236,50,3.88,36,1
26,254,970,-421810.0501299099,227,48,3.8188976377952755,36,1
27,251,970,-421977.97429329966,239,51,3.864541832669323,39,1
28,259,970,-421015.49667446595,222,60,3.7451737451737452,36,1
29,259,970,-422220.2797134051,235,56,3.7451737451737452,42,1
30,246,970,-421507.1940218412,231,43,3.9430894308943087,37,1
31,250,970,-422634.48139394005,226,46,3.88,36,1
32,252,970,-421672.29298110504,236,50,3.8492063492063493,37,1
33,248,970,-421876.2058943812,240,51,3.911290322580645,34,1
34,254,970,-421672.37244134804,233,54,3.8188976377952755,35,1
35,251,970,-421646.6156838117,231,45,3.864541832669323,38,1
36,256,970,-421107.28171951213,223,57,3.7890625,37,1
37,257,970,-421673.0872083931,227,47,3.77431906614786,36,1
38,254,970,-421466.4872776997,228,48,3.8188976377952755,36,1
39,248,970,-421322.6842495383,249,42,3.911290322580645,37,1
40,259,970,-420334.4305751457,229,51,3.7451737451737452,36,1
41,262,970,-420357.5599911377,238,53,3.7022900763358777,34,1
42,255,970,-420912.53272959223,228,46,3.803921568627451,39,1
43,254,970,-421121.24084847566,222,48,3.8188976377952755,36,1
44,253,970,-422006.9815823052,247,46,3.83399209486166,36,1
45,255,970,-420894.8837220944,242,50,3.803921568627451,37,1
46,254,970,-420086.0272940769,229,50,3.8188976377952755,37,1
47,251,970,-420795.78673887945,214,42,3.864541832669323,36,1
48,259,970,-419997.39864092047,231,56,3.7451737451737452,34,1
49,258,970,-420203.4712503628,230,62,3.75968992248062,34,1
50,251,970,-420431.31792068033,249,51,3.864541832669323,37,1
51,247,970,-421124.9460568799,232,48,3.9271255060728745,36,1
52,257,970,-420310.20195986924,241,61,3.77431906614786,36,1
53,256,970,-421012.30938939744,240,58,3.7890625,38,1
54,253,970,-421680.68733795895,236,49,3.83399209486166,38,1
55,262,970,-421366.929380254,249,53,3.7022900763358777,35,1
56,259,970,-420606.21834677266,232,55,3.7451737451737452,34,1
57,264,970,-419856.4434047492,239,55,3.6742424242424243,33,1
58,262,970,-421041.4986349348,247,60,3.7022900763358777,35,1
59,264,970,-421201.4555161885,238,59,3.6742424242424243,35,1
60,265,970,-421105.8444727573,238,57,3.660377358490566,39,1
61,260,970,-421282.73221484123,251,49,3.730769230769231,36,1
62,258,970,-420584.1953573961,231,53,3.75968992248062,34,1
63,256,970,-422275.44667267165,229,49,3.7890625,37,1
64,259,970,-421694.0620630618,241,54,3.7451737451737452,35,1
65,255,970,-421380.75432084355,244,45,3.803921568627451,35,1
66,253,970,-421634.84291845764,250,46,3.83399209486166,37,1
67,249,970,-421730.5409211532,237,42,3.895582329317269,35,1
68,243,970,-421649.302520216,225,40,3.9917695473251027,36,1
69,253,970,-422018.2947638295,242,54,3.83399209486166,37,1
70,251,970,-421557.5217592304,227,49,3.864541832669323,34,1
71,248,970,-421625.7540752744,236,46,3.911290322580645,35,1
72,256,970,-421050.64592493395,235,58,3.7890625,36,1
73,263,970,-421063.10882764036,254,56,3.688212927756654,34,1
74,258,970,-419948.65489272325,244,53,3.75968992248062,34,1
75,255,970,-422037.79303995456,235,46,3.803921568627451,38,1
76,262,970,-420989.07258648623,245,58,3.7022900763358777,35,1
77,270,970,-420961.039720608,259,63,3.5925925925925926,36,1
78,264,970,-422285.7700055142,269,62,3.6742424242424243,37,1
79,262,970,-421834.3040803107,265,60,3.7022900763358777,39,1
80,260,970,-421548.91328827705,238,54,3.730769230769231,35,1
81,258,970,-421806.9211520547,251,53,3.75968992248062,36,1
82,254,970,-421572.09420526004,257,45,3.8188976377952755,35,1
83,262,970,-422314.52834972605,243,56,3.7022900763358777,39,1
84,263,970,-421898.3701336066,252,59,3.688212927756654,37,1
85,267,970,-420984.62377250905,249,63,3.6329588014981273,35,1
86,258,970,-421550.49662805133,238,50,3.75968992248062,35,1
87,250,970,-422204.49290430266,241,47,3.88,34,1
88,255,970,-421747.5158741398,238,57,3.803921568627451,35,1
89,252,970,-421839.0121441158,247,50,3.8492063492063493,32,1
90,263,970,-421309.1518821917,247,52,3.688212927756654,33,1
91,263,970,-421223.0869962788,238,54,3.688212927756654,33,1
92,256,970,-421807.12019086006,228,50,3.7890625,38,1
