parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,67,0.6529681184626112,0.019533247932234776,0.6444658762093177,64990,970,0.2,0.05
1,2,257,0.6024939565562936,0.07378636703155768,0.6307528042211388,21576,970,0.2,0.05
