parent_layer,child_layer,parent_node_id,child_node_id,js_distance,parent_doc_count,child_doc_count,alpha,eta_used
0,1,0,1,0.6149477873850994,970,325,0.2,0.05
0,1,0,582,0.6663207046884747,970,19,0.2,0.05
0,1,0,123,0.6530128314394686,970,11,0.2,0.05
0,1,0,1265,0.6452703732060937,970,5,0.2,0.05
0,1,0,178,0.6773245027116538,970,12,0.2,0.05
0,1,0,2835,0.6500058183877304,970,9,0.2,0.05
0,1,0,2380,0.620226469662038,970,9,0.2,0.05
0,1,0,4972,0.6669763930766079,970,15,0.2,0.05
0,1,0,165,0.6838543024051801,970,18,0.2,0.05
0,1,0,34,0.6356765481843534,970,13,0.2,0.05
0,1,0,7160,0.6283970231590073,970,15,0.2,0.05
0,1,0,5370,0.6824792434565381,970,13,0.2,0.05
0,1,0,10053,0.6713338243548298,970,12,0.2,0.05
0,1,0,11236,0.6312685079628833,970,8,0.2,0.05
0,1,0,13715,0.6636172699013404,970,11,0.2,0.05
0,1,0,9133,0.6482938204861007,970,13,0.2,0.05
0,1,0,9249,0.6527393433682271,970,8,0.2,0.05
0,1,0,1650,0.6419007224564647,970,6,0.2,0.05
0,1,0,19285,0.6535670350523961,970,14,0.2,0.05
0,1,0,22358,0.6515592296984247,970,12,0.2,0.05
0,1,0,18564,0.646484754594771,970,8,0.2,0.05
0,1,0,24680,0.6547212994880348,970,10,0.2,0.05
0,1,0,20742,0.673320544395559,970,13,0.2,0.05
0,1,0,25688,0.6336525581892327,970,9,0.2,0.05
0,1,0,26655,0.644499599214706,970,5,0.2,0.05
0,1,0,27436,0.6409798844974215,970,13,0.2,0.05
0,1,0,1353,0.6923290834337406,970,24,0.2,0.05
0,1,0,7936,0.6676372466221215,970,15,0.2,0.05
0,1,0,25191,0.6606802116751873,970,7,0.2,0.05
0,1,0,79,0.6621656752318933,970,12,0.2,0.05
0,1,0,29660,0.6475392094574719,970,10,0.2,0.05
0,1,0,4214,0.6649230131324403,970,12,0.2,0.05
0,1,0,11011,0.6554580100290426,970,15,0.2,0.05
0,1,0,26991,0.6581136194853234,970,7,0.2,0.05
0,1,0,16423,0.6443222619349356,970,12,0.2,0.05
0,1,0,2231,0.6671554768913311,970,14,0.2,0.05
0,1,0,209,0.667547787826636,970,8,0.2,0.05
0,1,0,8506,0.6424026158346581,970,8,0.2,0.05
0,1,0,736,0.6947476433066445,970,14,0.2,0.05
0,1,0,422,0.6843931512310438,970,21,0.2,0.05
0,1,0,21504,0.6523255477440216,970,9,0.2,0.05
0,1,0,624,0.6657217551466423,970,10,0.2,0.05
0,1,0,22968,0.6645621434144825,970,7,0.2,0.05
0,1,0,3232,0.651436302068697,970,5,0.2,0.05
0,1,0,931,0.6800134397969432,970,21,0.2,0.05
0,1,0,32148,0.6412277758309469,970,5,0.2,0.05
0,1,0,32610,0.652130413740193,970,15,0.2,0.05
0,1,0,204,0.6681384526295798,970,10,0.2,0.05
0,1,0,41,0.6657750093229001,970,10,0.2,0.05
0,1,0,30448,0.6491913204122349,970,6,0.2,0.05
0,1,0,32674,0.5995016065549115,970,5,0.2,0.05
0,1,0,81,0.6566945615951056,970,3,0.2,0.05
0,1,0,28111,0.6470638245693688,970,9,0.2,0.05
0,1,0,26442,0.6447067198988969,970,2,0.2,0.05
0,1,0,23746,0.6571497097958744,970,6,0.2,0.05
0,1,0,26644,0.6826076839380567,970,11,0.2,0.05
0,1,0,19270,0.6616995337636499,970,17,0.2,0.05
0,1,0,31421,0.6131601000800662,970,4,0.2,0.05
0,1,0,33393,0.6354004423517515,970,2,0.2,0.05
0,1,0,21239,0.6489443558009339,970,2,0.2,0.05
0,1,0,18708,0.6153355215176416,970,4,0.2,0.05
0,1,0,8292,0.6705481396662925,970,6,0.2,0.05
0,1,0,33562,0.6336817090035051,970,5,0.2,0.05
0,1,0,33216,0.6304923706119672,970,4,0.2,0.05
0,1,0,30279,0.6611467738228198,970,3,0.2,0.05
0,1,0,33646,0.6220528973118498,970,2,0.2,0.05
0,1,0,33700,0.6363104290905087,970,2,0.2,0.05
1,2,1,2,0.7107839971688792,325,29,0.2,0.05
1,2,1,23,0.6967215873350306,325,11,0.2,0.05
1,2,1,101,0.733890799327009,325,10,0.2,0.05
1,2,1,114,0.6987102133768949,325,5,0.2,0.05
1,2,1,117,0.7104040346599347,325,7,0.2,0.05
1,2,1,130,0.7205462223155419,325,8,0.2,0.05
1,2,1,200,0.7078851596862168,325,5,0.2,0.05
1,2,1,361,0.7013453318681634,325,9,0.2,0.05
1,2,1,455,0.7014120468697704,325,5,0.2,0.05
1,2,1,593,0.7172064919176843,325,12,0.2,0.05
1,2,1,801,0.7013797384747449,325,10,0.2,0.05
1,2,1,1412,0.7381895645406183,325,12,0.2,0.05
1,2,1,2550,0.7155741852045673,325,4,0.2,0.05
1,2,1,3091,0.6971991837124725,325,6,0.2,0.05
1,2,1,4481,0.6685521708944359,325,8,0.2,0.05
1,2,1,7387,0.7260011261884578,325,11,0.2,0.05
1,2,1,7539,0.685818997911804,325,6,0.2,0.05
1,2,1,7786,0.6821925764007002,325,2,0.2,0.05
1,2,1,8323,0.6731957151803739,325,3,0.2,0.05
1,2,1,9912,0.7119259203758368,325,6,0.2,0.05
1,2,1,10919,0.6697999026985252,325,7,0.2,0.05
1,2,1,11486,0.7024592490225364,325,8,0.2,0.05
1,2,1,13892,0.695413325435854,325,4,0.2,0.05
1,2,1,15948,0.6970612976091914,325,6,0.2,0.05
1,2,1,18435,0.6970143873748667,325,14,0.2,0.05
1,2,1,18440,0.7202317936739899,325,6,0.2,0.05
1,2,1,23093,0.7101637303741076,325,8,0.2,0.05
1,2,1,24053,0.7105935156143484,325,10,0.2,0.05
1,2,1,29008,0.6957421584015293,325,4,0.2,0.05
1,2,1,30271,0.7171561195971202,325,9,0.2,0.05
1,2,1,30852,0.6976132226545279,325,6,0.2,0.05
1,2,1,31092,0.7012953405027127,325,4,0.2,0.05
1,2,1,31176,0.7162745532672025,325,5,0.2,0.05
1,2,1,31524,0.6981406642317669,325,4,0.2,0.05
1,2,1,32170,0.6914597695871221,325,2,0.2,0.05
1,2,1,32440,0.6870943998510397,325,2,0.2,0.05
1,2,1,32441,0.6971218754102408,325,7,0.2,0.05
1,2,1,32527,0.6994708720331146,325,4,0.2,0.05
1,2,1,32576,0.6889435197283831,325,3,0.2,0.05
1,2,1,32663,0.6937074294483866,325,4,0.2,0.05
1,2,1,32804,0.6864796636655495,325,4,0.2,0.05
1,2,1,32991,0.7049493995602237,325,4,0.2,0.05
1,2,1,33142,0.6676076314844079,325,2,0.2,0.05
1,2,1,33197,0.6934852877878251,325,3,0.2,0.05
1,2,1,33482,0.662046428672092,325,2,0.2,0.05
1,2,1,33498,0.6845622795230896,325,2,0.2,0.05
1,2,1,33524,0.6885989799552779,325,2,0.2,0.05
1,2,1,33533,0.6630560988028331,325,2,0.2,0.05
1,2,1,33557,0.6906402350385326,325,2,0.2,0.05
1,2,1,33565,0.678011990846647,325,2,0.2,0.05
1,2,1,33569,0.6948554107435164,325,3,0.2,0.05
1,2,1,33604,0.7271380514980186,325,1,0.2,0.05
1,2,1,33628,0.6936610197988601,325,2,0.2,0.05
1,2,1,33649,0.7028269146739597,325,2,0.2,0.05
1,2,1,33671,0.6846467833887364,325,1,0.2,0.05
1,2,1,33690,0.6859683129440938,325,1,0.2,0.05
1,2,1,33697,0.6783749405136178,325,1,0.2,0.05
1,2,1,33702,0.6734625315913529,325,1,0.2,0.05
1,2,1,33706,0.6888670184633071,325,2,0.2,0.05
1,2,19285,20178,0.6231763154828689,14,7,0.2,0.05
1,2,19285,31799,0.5491828889622076,14,3,0.2,0.05
1,2,19285,33414,0.5631890225243871,14,4,0.2,0.05
1,2,422,32106,0.5952547287547698,21,2,0.2,0.05
1,2,422,32712,0.6153454466448877,21,4,0.2,0.05
1,2,422,33375,0.6079510512254067,21,5,0.2,0.05
1,2,422,33597,0.6359220742232365,21,4,0.2,0.05
1,2,422,33629,0.6023509591122739,21,1,0.2,0.05
1,2,422,33644,0.6414827963208615,21,2,0.2,0.05
1,2,422,33672,0.6080921955096422,21,2,0.2,0.05
1,2,422,33695,0.6104485356685136,21,1,0.2,0.05
1,2,23746,33278,0.5982841027495993,6,5,0.2,0.05
1,2,23746,33705,0.5459937727547807,6,1,0.2,0.05
1,2,2231,31130,0.6350277176210462,14,5,0.2,0.05
1,2,2231,31919,0.5556736292947344,14,2,0.2,0.05
1,2,2231,33620,0.5705229998462942,14,3,0.2,0.05
1,2,2231,33685,0.6044188759982531,14,2,0.2,0.05
1,2,2231,33707,0.5836360740718501,14,2,0.2,0.05
1,2,4214,30438,0.6068913367981204,12,4,0.2,0.05
1,2,4214,33445,0.5852878731525667,12,3,0.2,0.05
1,2,4214,33505,0.626114492676734,12,2,0.2,0.05
1,2,4214,33653,0.5592585695505865,12,1,0.2,0.05
1,2,4214,33709,0.5807146768092551,12,1,0.2,0.05
1,2,4214,33715,0.5429363616967254,12,1,0.2,0.05
1,2,18708,33514,0.546957405997434,4,4,0.2,0.05
1,2,7160,8765,0.4968150561028549,15,2,0.2,0.05
1,2,7160,31745,0.4850076291318172,15,3,0.2,0.05
1,2,7160,32426,0.5620308830246307,15,4,0.2,0.05
1,2,7160,33360,0.5572338879744125,15,5,0.2,0.05
1,2,7160,33673,0.5296111675050744,15,1,0.2,0.05
1,2,10053,10215,0.6409597623769209,12,9,0.2,0.05
1,2,10053,33515,0.552221124055218,12,3,0.2,0.05
1,2,41,32867,0.6231723977780714,10,7,0.2,0.05
1,2,41,33652,0.5973430584800677,10,1,0.2,0.05
1,2,41,33698,0.5321457519934719,10,2,0.2,0.05
1,2,34,5900,0.5854075044155589,13,6,0.2,0.05
1,2,34,7196,0.548554052440969,13,5,0.2,0.05
1,2,34,33627,0.48059606113192943,13,2,0.2,0.05
1,2,582,583,0.6579266216696873,19,12,0.2,0.05
1,2,582,5715,0.6115970972043405,19,5,0.2,0.05
1,2,582,33473,0.5400700690667237,19,1,0.2,0.05
1,2,582,33710,0.5724106398163955,19,1,0.2,0.05
1,2,123,847,0.6453213083112687,11,8,0.2,0.05
1,2,123,33444,0.5811172368310231,11,3,0.2,0.05
1,2,21504,32230,0.591444634003308,9,2,0.2,0.05
1,2,21504,33411,0.5814581615546365,9,4,0.2,0.05
1,2,21504,33667,0.5655488392521717,9,3,0.2,0.05
1,2,18564,25267,0.613386541872256,8,7,0.2,0.05
1,2,18564,33716,0.5743819454595002,8,1,0.2,0.05
1,2,1265,1695,0.5659399417895788,5,5,0.2,0.05
1,2,11011,30610,0.6301337725010407,15,3,0.2,0.05
1,2,11011,32624,0.5961827379348665,15,3,0.2,0.05
1,2,11011,33232,0.6343718000379,15,7,0.2,0.05
1,2,11011,33665,0.5664513917895998,15,1,0.2,0.05
1,2,11011,33679,0.5749702005427645,15,1,0.2,0.05
1,2,7936,28854,0.6204785776463776,15,6,0.2,0.05
1,2,7936,33107,0.6169837422692106,15,5,0.2,0.05
1,2,7936,33572,0.6168149870188054,15,3,0.2,0.05
1,2,7936,33674,0.5793360402711734,15,1,0.2,0.05
1,2,13715,14258,0.6082604324888825,11,6,0.2,0.05
1,2,13715,33351,0.5966408781570077,11,4,0.2,0.05
1,2,13715,33713,0.583746723430624,11,1,0.2,0.05
1,2,2835,3083,0.5834898620178267,9,6,0.2,0.05
1,2,2835,33680,0.5823135467493473,9,1,0.2,0.05
1,2,2835,33681,0.587428491657189,9,2,0.2,0.05
1,2,4972,5522,0.6697196025713389,15,4,0.2,0.05
1,2,4972,17311,0.6091768068839135,15,4,0.2,0.05
1,2,4972,32938,0.6437292443352559,15,5,0.2,0.05
1,2,4972,33712,0.619257408738742,15,1,0.2,0.05
1,2,4972,33719,0.6158741283791277,15,1,0.2,0.05
1,2,209,31205,0.6346731038364128,8,6,0.2,0.05
1,2,209,33373,0.5807120712556255,8,2,0.2,0.05
1,2,1353,28810,0.6302074568329894,24,4,0.2,0.05
1,2,1353,32129,0.6591958561626625,24,6,0.2,0.05
1,2,1353,32909,0.6347432365620914,24,3,0.2,0.05
1,2,1353,33023,0.6182197763501761,24,2,0.2,0.05
1,2,1353,33033,0.5972162028395135,24,2,0.2,0.05
1,2,1353,33211,0.6267567272579727,24,3,0.2,0.05
1,2,1353,33615,0.5821194090873477,24,2,0.2,0.05
1,2,1353,33688,0.6034358647987852,24,1,0.2,0.05
1,2,1353,33717,0.5998214138683181,24,1,0.2,0.05
1,2,736,31954,0.59941271233298,14,1,0.2,0.05
1,2,736,33379,0.5959555129275868,14,5,0.2,0.05
1,2,736,33574,0.5757272011081689,14,4,0.2,0.05
1,2,736,33670,0.6043806804214661,14,2,0.2,0.05
1,2,736,33693,0.650982409213445,14,2,0.2,0.05
1,2,8506,31572,0.5665493625205966,8,5,0.2,0.05
1,2,8506,33535,0.4501000667246645,8,1,0.2,0.05
1,2,8506,33643,0.4360374639677821,8,2,0.2,0.05
1,2,79,29465,0.6243658017641687,12,6,0.2,0.05
1,2,79,32365,0.6448673115064675,12,6,0.2,0.05
1,2,19270,33355,0.6512821766729888,17,3,0.2,0.05
1,2,19270,33418,0.646908531838714,17,6,0.2,0.05
1,2,19270,33421,0.6203294571190678,17,3,0.2,0.05
1,2,19270,33463,0.6038361236547946,17,4,0.2,0.05
1,2,19270,33692,0.5787320515256082,17,1,0.2,0.05
1,2,22358,24141,0.6498737969853088,12,9,0.2,0.05
1,2,22358,33255,0.5390538202316176,12,3,0.2,0.05
1,2,178,2386,0.5870039228721183,12,5,0.2,0.05
1,2,178,33123,0.6123589697396352,12,5,0.2,0.05
1,2,178,33458,0.5607809121139076,12,2,0.2,0.05
1,2,1650,18054,0.624613850744099,6,4,0.2,0.05
1,2,1650,33666,0.5123925781526335,6,1,0.2,0.05
1,2,1650,33677,0.5756167845929061,6,1,0.2,0.05
1,2,5370,9421,0.6465629929411917,13,13,0.2,0.05
1,2,16423,31038,0.5721687626257635,12,6,0.2,0.05
1,2,16423,33582,0.5528001597509571,12,3,0.2,0.05
1,2,16423,33660,0.5790943922154639,12,3,0.2,0.05
1,2,9249,16618,0.5740112512104423,8,5,0.2,0.05
1,2,9249,33308,0.5386647505194272,8,3,0.2,0.05
1,2,22968,32311,0.6034752029309158,7,5,0.2,0.05
1,2,22968,33638,0.5809366410535178,7,2,0.2,0.05
1,2,165,5817,0.6570767176619564,18,5,0.2,0.05
1,2,165,23456,0.6750979455749683,18,9,0.2,0.05
1,2,165,33581,0.6176894954488853,18,3,0.2,0.05
1,2,165,33703,0.5618221734731785,18,1,0.2,0.05
1,2,20742,25924,0.6707308410457969,13,11,0.2,0.05
1,2,20742,33682,0.5865420901163504,13,1,0.2,0.05
1,2,20742,33708,0.5859276080169017,13,1,0.2,0.05
1,2,24680,25378,0.5653592601538492,10,5,0.2,0.05
1,2,24680,32989,0.5822759512359099,10,3,0.2,0.05
1,2,24680,33686,0.4738666383141949,10,2,0.2,0.05
1,2,21239,33432,0.4242094925591744,2,2,0.2,0.05
1,2,11236,11316,0.6276084102271713,8,6,0.2,0.05
1,2,11236,28843,0.5927811436570997,8,2,0.2,0.05
1,2,8292,33542,0.5718025853450702,6,1,0.2,0.05
1,2,8292,33591,0.5149321328579082,6,2,0.2,0.05
1,2,8292,33640,0.5737173758507078,6,2,0.2,0.05
1,2,8292,33689,0.5528681755960765,6,1,0.2,0.05
1,2,81,33186,0.5347217864965588,3,3,0.2,0.05
1,2,9133,15438,0.613423368928274,13,9,0.2,0.05
1,2,9133,33558,0.6545574260907865,13,4,0.2,0.05
1,2,204,32672,0.6486451190556651,10,6,0.2,0.05
1,2,204,33345,0.6412985779203296,10,3,0.2,0.05
1,2,204,33691,0.5641710081987992,10,1,0.2,0.05
1,2,2380,3943,0.5577551521881726,9,4,0.2,0.05
1,2,2380,33606,0.5137092480925581,9,2,0.2,0.05
1,2,2380,33641,0.4772910065969955,9,3,0.2,0.05
1,2,931,32546,0.6397317125256251,21,5,0.2,0.05
1,2,931,32945,0.6399619502324697,21,2,0.2,0.05
1,2,931,33066,0.6372903557017249,21,5,0.2,0.05
1,2,931,33189,0.6454916127832312,21,3,0.2,0.05
1,2,931,33675,0.6312842850209925,21,3,0.2,0.05
1,2,931,33678,0.638262935834431,21,1,0.2,0.05
1,2,931,33684,0.5947078400716134,21,2,0.2,0.05
1,2,624,32268,0.5621454123621418,10,3,0.2,0.05
1,2,624,33510,0.5205144385175664,10,2,0.2,0.05
1,2,624,33669,0.5173970424773205,10,2,0.2,0.05
1,2,624,33683,0.5822215540548596,10,1,0.2,0.05
1,2,624,33699,0.5533306267866739,10,2,0.2,0.05
1,2,3232,32320,0.6166049050308394,5,5,0.2,0.05
1,2,25191,29444,0.6047948945566122,7,4,0.2,0.05
1,2,25191,33668,0.6094093396121012,7,3,0.2,0.05
1,2,25688,25972,0.5763794061040081,9,9,0.2,0.05
1,2,26442,33242,0.3929804422832432,2,2,0.2,0.05
1,2,26644,33350,0.6043566783344019,11,7,0.2,0.05
1,2,26644,33588,0.6189387970736524,11,3,0.2,0.05
1,2,26644,33602,0.5567938094596844,11,1,0.2,0.05
1,2,26655,26685,0.6050494423592582,5,5,0.2,0.05
1,2,26991,30656,0.6263497277234398,7,7,0.2,0.05
1,2,27436,27702,0.6204219771087955,13,6,0.2,0.05
1,2,27436,32443,0.557408284234675,13,3,0.2,0.05
1,2,27436,33663,0.5564031251616165,13,1,0.2,0.05
1,2,27436,33687,0.5786734288637315,13,2,0.2,0.05
1,2,27436,33696,0.5459788603892843,13,1,0.2,0.05
1,2,28111,33204,0.4810219567602572,9,3,0.2,0.05
1,2,28111,33288,0.5385019833731061,9,4,0.2,0.05
1,2,28111,33611,0.5375355408406485,9,2,0.2,0.05
1,2,29660,29661,0.6158142983925222,10,5,0.2,0.05
1,2,29660,33654,0.4551786140646199,10,1,0.2,0.05
1,2,29660,33656,0.605930853774489,10,4,0.2,0.05
1,2,30279,33578,0.5370290009355944,3,3,0.2,0.05
1,2,30448,33020,0.5576947257610021,6,2,0.2,0.05
1,2,30448,33631,0.5197773207753734,6,1,0.2,0.05
1,2,30448,33637,0.5384083682969302,6,1,0.2,0.05
1,2,30448,33711,0.5675753468354552,6,2,0.2,0.05
1,2,31421,33372,0.43158572482669116,4,3,0.2,0.05
1,2,31421,33651,0.4648709240486129,4,1,0.2,0.05
1,2,32148,32550,0.5241571467943031,5,3,0.2,0.05
1,2,32148,33626,0.4554823461532813,5,2,0.2,0.05
1,2,32610,32611,0.6144649214933936,15,6,0.2,0.05
1,2,32610,33605,0.5385724518451855,15,1,0.2,0.05
1,2,32610,33642,0.5133740505681725,15,2,0.2,0.05
1,2,32610,33664,0.5666923891500832,15,3,0.2,0.05
1,2,32610,33676,0.5384194173704955,15,1,0.2,0.05
1,2,32610,33694,0.5344366389963293,15,1,0.2,0.05
1,2,32610,33718,0.5457254366720256,15,1,0.2,0.05
1,2,32674,33134,0.4594501612956917,5,3,0.2,0.05
1,2,32674,33618,0.4137128174146598,5,1,0.2,0.05
1,2,32674,33704,0.42401616194363145,5,1,0.2,0.05
