parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,67,0.6529681184626112,0.019533247932234776,0.6527393433682271,0.5995016065549115,0.6947476433066445,64990,970,0.2,0.05
1,2,257,0.6024939565562936,0.07378636703155768,0.6043806804214661,0.3353325215700539,0.7381895645406183,21576,970,0.2,0.05
