layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.8560841721154615
1,43,903,903,441.8349536395078,0.48929673714231203,970,5.009060310970126
2,190,17955,17955,8872.917088402519,0.49417527643567355,970,5.01617605545444
