depth,gamma,eta,alpha,layer,node_id,parent_id,entropy,doc_count,unique_words,total_words,path
3,0.05,0.1,0.1,0,0,,4.889343246068956,970,1490,37937,
3,0.05,0.1,0.1,1,1,,5.19330655258291,498,1466,6269,
3,0.05,0.1,0.1,1,322,,3.9812019061222212,15,503,288,
3,0.05,0.1,0.1,1,14,,3.5714427158993862,14,448,169,
3,0.05,0.1,0.1,1,3855,,3.3850026957421746,10,395,70,
3,0.05,0.1,0.1,1,51,,4.4649224113298205,20,638,390,
3,0.05,0.1,0.1,1,1024,,3.769151756553721,7,317,132,
3,0.05,0.1,0.1,1,4687,,3.0723153143076187,9,347,46,
3,0.05,0.1,0.1,1,57,,3.9440814999435627,16,483,135,
3,0.05,0.1,0.1,1,2777,,1.0986122886681098,9,348,3,
3,0.05,0.1,0.1,1,59,,3.600971388407335,16,450,51,
3,0.05,0.1,0.1,1,3156,,3.7288865712572417,8,311,107,
3,0.05,0.1,0.1,1,81,,3.416945738630295,17,482,80,
3,0.05,0.1,0.1,1,2199,,3.1527360223636562,17,558,39,
3,0.05,0.1,0.1,1,101,,4.158902836641187,25,679,225,
3,0.05,0.1,0.1,1,260,,3.7711602718758743,10,439,153,
3,0.05,0.1,0.1,1,330,,3.7135720667043084,10,383,82,
3,0.05,0.1,0.1,1,4501,,2.525728644308255,6,308,20,
3,0.05,0.1,0.1,1,1725,,3.715238386606638,18,536,155,
3,0.05,0.1,0.1,1,369,,3.9678440621808346,23,576,137,
3,0.05,0.1,0.1,1,5,,4.10828207006588,11,416,136,
3,0.05,0.1,0.1,1,62,,4.108780329726414,20,548,172,
3,0.05,0.1,0.1,1,3978,,3.9633162998156974,10,424,100,
3,0.05,0.1,0.1,1,2883,,3.376950108938447,2,142,107,
3,0.05,0.1,0.1,1,1262,,3.4326514963613577,12,474,67,
3,0.05,0.1,0.1,1,297,,2.5226469777708473,10,342,18,
3,0.05,0.1,0.1,1,1571,,3.5711349979602662,11,412,161,
3,0.05,0.1,0.1,1,843,,3.500827222610997,15,516,116,
3,0.05,0.1,0.1,1,862,,4.225307171875991,24,641,199,
3,0.05,0.1,0.1,1,4755,,3.6426425602372463,6,280,151,
3,0.05,0.1,0.1,1,4313,,3.393000614457977,4,218,54,
3,0.05,0.1,0.1,1,4903,,3.565169799787913,8,365,108,
3,0.05,0.1,0.1,1,1239,,3.9449751198082765,5,207,157,
3,0.05,0.1,0.1,1,4620,,3.004031076368687,10,354,44,
3,0.05,0.1,0.1,1,25,,3.6929631366392193,11,410,255,
3,0.05,0.1,0.1,1,4346,,0.0,3,148,0,
3,0.05,0.1,0.1,1,73,,3.565923176565731,9,345,39,
3,0.05,0.1,0.1,1,4870,,3.4376153263788023,3,203,47,
3,0.05,0.1,0.1,1,1417,,4.174229060822016,15,530,159,
3,0.05,0.1,0.1,1,2512,,2.5309324721832827,7,301,17,
3,0.05,0.1,0.1,1,3259,,0.0,1,63,0,
3,0.05,0.1,0.1,1,4905,,0.0,6,296,0,
3,0.05,0.1,0.1,1,4557,,3.1067742932767306,6,280,31,
3,0.05,0.1,0.1,1,1403,,3.552747279789357,9,349,48,
3,0.05,0.1,0.1,1,3996,,3.4609473860679296,4,221,100,
3,0.05,0.1,0.1,2,10,,4.0883184204696725,13,368,359,
3,0.05,0.1,0.1,2,4765,,0.0,1,39,0,
3,0.05,0.1,0.1,2,4952,,3.7074389388021096,4,202,172,
3,0.05,0.1,0.1,2,415,,3.6968506483423567,6,227,230,
3,0.05,0.1,0.1,2,4948,,3.1139880107081868,1,55,46,
3,0.05,0.1,0.1,2,75,,4.265933898978588,14,365,584,
3,0.05,0.1,0.1,2,1711,,3.799791578113067,7,299,177,
3,0.05,0.1,0.1,2,2,,3.809965814223556,19,504,669,
3,0.05,0.1,0.1,2,4891,,4.160072851495259,5,306,116,
3,0.05,0.1,0.1,2,4725,,4.048323486350582,6,291,162,
3,0.05,0.1,0.1,2,50,,4.268386831381052,7,275,391,
3,0.05,0.1,0.1,2,3,,5.307844029415406,118,1162,4355,
