gamma,experiment_type,run_id,parent_id,parent_layer,child_id,child_layer,layer_transition,js_distance,parent_doc_count,child_doc_count
0.01,single,1,79.0,1.0,3192.0,2.0,1->2,0.4709930014293824,21.0,4.0
0.01,single,1,0.0,0.0,3205.0,1.0,0->1,0.6270748848639988,970.0,10.0
0.01,single,1,3205.0,1.0,3216.0,2.0,1->2,0.5019520438615425,10.0,5.0
0.01,single,1,873.0,1.0,3235.0,2.0,1->2,0.4627237447672314,11.0,6.0
0.01,single,1,0.0,0.0,3248.0,1.0,0->1,0.6112528304970772,970.0,9.0
0.01,single,1,190.0,1.0,3276.0,2.0,1->2,0.5277263394548147,12.0,6.0
0.01,single,1,2395.0,1.0,3366.0,2.0,1->2,0.5751402329235112,14.0,7.0
0.01,single,1,0.0,0.0,3367.0,1.0,0->1,0.6348699789790645,970.0,9.0
0.01,single,1,3005.0,1.0,3390.0,2.0,1->2,0.4658908922118129,6.0,6.0
0.01,single,1,3367.0,1.0,3393.0,2.0,1->2,0.4802898329679065,9.0,5.0
0.01,single,1,53.0,1.0,3397.0,2.0,1->2,0.457936916377713,14.0,2.0
0.01,single,1,0.0,0.0,3410.0,1.0,0->1,0.6271919529697297,970.0,5.0
0.01,single,1,99.0,1.0,3419.0,2.0,1->2,0.4547854686783565,24.0,2.0
0.01,single,1,53.0,1.0,3435.0,2.0,1->2,0.4660226255409331,14.0,5.0
0.01,single,1,1.0,1.0,3453.0,2.0,1->2,0.6053236569805178,540.0,3.0
0.01,single,1,1.0,1.0,3464.0,2.0,1->2,0.6233794530301617,540.0,9.0
0.01,single,1,3248.0,1.0,3493.0,2.0,1->2,0.4562766634798845,9.0,5.0
0.01,single,1,3129.0,1.0,3497.0,2.0,1->2,0.5374602182526794,5.0,5.0
0.01,single,1,61.0,1.0,3498.0,2.0,1->2,0.4890034897712982,6.0,6.0
0.01,single,1,3410.0,1.0,3532.0,2.0,1->2,0.4583510403077431,5.0,4.0
0.01,single,1,53.0,1.0,3542.0,2.0,1->2,0.5549190255832877,14.0,3.0
0.01,single,1,3205.0,1.0,3559.0,2.0,1->2,0.516631183111039,10.0,4.0
0.01,single,1,190.0,1.0,3561.0,2.0,1->2,0.5300933177435149,12.0,3.0
0.01,single,1,179.0,1.0,3562.0,2.0,1->2,0.5478828952155256,20.0,3.0
0.01,single,1,2395.0,1.0,3566.0,2.0,1->2,0.5695147235686443,14.0,5.0
0.01,single,1,489.0,1.0,3569.0,2.0,1->2,0.5204938754006977,17.0,2.0
0.01,single,1,0.0,0.0,3588.0,1.0,0->1,0.6148065578588916,970.0,7.0
0.01,single,1,1.0,1.0,3612.0,2.0,1->2,0.6220065014154372,540.0,5.0
0.01,single,1,0.0,0.0,3626.0,1.0,0->1,0.5855298967515145,970.0,5.0
0.01,single,1,3626.0,1.0,3627.0,2.0,1->2,0.4141253640458059,5.0,5.0
0.01,single,1,2786.0,1.0,3649.0,2.0,1->2,0.4807380384533196,11.0,4.0
0.01,single,1,1310.0,1.0,3656.0,2.0,1->2,0.4969856927081885,18.0,4.0
0.01,single,1,1707.0,1.0,3679.0,2.0,1->2,0.4085901875042761,3.0,3.0
0.01,single,1,3588.0,1.0,3704.0,2.0,1->2,0.409289251744598,7.0,1.0
0.01,single,1,1.0,1.0,3715.0,2.0,1->2,0.6094212880810846,540.0,5.0
0.01,single,1,0.0,0.0,3720.0,1.0,0->1,0.6108515136497773,970.0,1.0
0.01,single,1,3720.0,1.0,3721.0,2.0,1->2,0.2772390490482143,1.0,1.0
0.01,single,1,149.0,1.0,3727.0,2.0,1->2,0.5981940961477192,18.0,3.0
0.01,single,1,104.0,1.0,3732.0,2.0,1->2,0.5268320984747049,19.0,4.0
0.01,single,1,2191.0,1.0,3734.0,2.0,1->2,0.4510287313178867,8.0,3.0
0.01,single,1,1.0,1.0,3736.0,2.0,1->2,0.6148911927319444,540.0,5.0
0.01,single,1,1635.0,1.0,3742.0,2.0,1->2,0.5446184156407536,21.0,4.0
0.01,single,1,1.0,1.0,3748.0,2.0,1->2,0.6036002072542919,540.0,6.0
0.01,single,1,2210.0,1.0,3757.0,2.0,1->2,0.4339847408535286,6.0,4.0
0.01,single,1,149.0,1.0,3758.0,2.0,1->2,0.5383019845193083,18.0,2.0
0.01,single,1,2786.0,1.0,3767.0,2.0,1->2,0.4880567534405116,11.0,3.0
0.01,single,1,149.0,1.0,3768.0,2.0,1->2,0.5507031924211827,18.0,5.0
0.01,single,1,3588.0,1.0,3770.0,2.0,1->2,0.3667961899695482,7.0,4.0
0.01,single,1,1857.0,1.0,3773.0,2.0,1->2,0.4554007472489523,13.0,1.0
0.01,single,1,15.0,1.0,3777.0,2.0,1->2,0.4282290332522914,14.0,2.0
0.01,single,1,53.0,1.0,3778.0,2.0,1->2,0.4900239856379405,14.0,4.0
0.01,single,1,1.0,1.0,3782.0,2.0,1->2,0.6046332240218806,540.0,4.0
0.01,single,1,25.0,1.0,3784.0,2.0,1->2,0.4570735460226592,4.0,3.0
0.01,single,1,15.0,1.0,3786.0,2.0,1->2,0.4931571128892797,14.0,1.0
0.01,single,1,2622.0,1.0,3787.0,2.0,1->2,0.4680720323761702,4.0,4.0
0.01,single,1,1310.0,1.0,3790.0,2.0,1->2,0.5297155858084786,18.0,5.0
0.01,single,1,104.0,1.0,3791.0,2.0,1->2,0.5585430749756025,19.0,6.0
0.01,single,1,2786.0,1.0,3795.0,2.0,1->2,0.4603841712186825,11.0,3.0
0.01,single,1,193.0,1.0,3796.0,2.0,1->2,0.5135863922410451,13.0,5.0
0.01,single,1,59.0,1.0,3797.0,2.0,1->2,0.4177647464860429,15.0,2.0
0.01,single,1,99.0,1.0,3801.0,2.0,1->2,0.4372033381377199,24.0,2.0
0.01,single,1,1187.0,1.0,3802.0,2.0,1->2,0.3384039455496424,6.0,1.0
0.01,single,1,0.0,0.0,3803.0,1.0,0->1,0.5847312232111129,970.0,2.0
0.01,single,1,3803.0,1.0,3804.0,2.0,1->2,0.2942700451415118,2.0,2.0
0.01,single,1,3248.0,1.0,3805.0,2.0,1->2,0.445888649965014,9.0,3.0
0.01,single,1,5.0,1.0,3806.0,2.0,1->2,0.4559975359086701,8.0,2.0
0.01,single,1,3367.0,1.0,3809.0,2.0,1->2,0.4810296225526321,9.0,4.0
0.01,single,1,104.0,1.0,3816.0,2.0,1->2,0.5097018256836083,19.0,3.0
0.01,single,1,1310.0,1.0,3818.0,2.0,1->2,0.4004985015857603,18.0,2.0
0.01,single,1,149.0,1.0,3819.0,2.0,1->2,0.5555512779572179,18.0,6.0
0.01,single,1,1585.0,1.0,3820.0,2.0,1->2,0.3644890887929448,6.0,2.0
0.01,single,1,1635.0,1.0,3821.0,2.0,1->2,0.4527175869092931,21.0,2.0
0.01,single,1,3410.0,1.0,3823.0,2.0,1->2,0.4490510574871559,5.0,1.0
0.01,single,1,99.0,1.0,3824.0,2.0,1->2,0.4341771814336495,24.0,1.0
0.01,single,1,3588.0,1.0,3825.0,2.0,1->2,0.4378470677369354,7.0,2.0
0.01,single,1,2191.0,1.0,3826.0,2.0,1->2,0.4412649766860925,8.0,4.0
0.01,single,1,1857.0,1.0,3827.0,2.0,1->2,0.4828640103522552,13.0,4.0
0.01,single,1,2191.0,1.0,3828.0,2.0,1->2,0.4501571627267941,8.0,1.0
0.01,single,1,2865.0,1.0,3829.0,2.0,1->2,0.4656181180239765,13.0,4.0
0.01,single,1,190.0,1.0,3830.0,2.0,1->2,0.492748252820006,12.0,3.0
0.01,single,1,15.0,1.0,3836.0,2.0,1->2,0.5143779600836232,14.0,3.0
0.01,single,1,1.0,1.0,3837.0,2.0,1->2,0.577063438798164,540.0,2.0
0.01,single,1,2865.0,1.0,3838.0,2.0,1->2,0.4410592138696685,13.0,2.0
0.01,single,1,3248.0,1.0,3839.0,2.0,1->2,0.4152591181735556,9.0,1.0
0.01,single,1,2210.0,1.0,3840.0,2.0,1->2,0.3995931291841229,6.0,1.0
0.01,single,1,59.0,1.0,3841.0,2.0,1->2,0.3719920633647826,15.0,1.0
0.01,single,1,149.0,1.0,3842.0,2.0,1->2,0.5079516688065897,18.0,2.0
0.01,single,1,2395.0,1.0,3843.0,2.0,1->2,0.5194525449375286,14.0,2.0
0.01,single,1,1.0,1.0,3844.0,2.0,1->2,0.5966036046016095,540.0,1.0
0.01,single,1,79.0,1.0,3845.0,2.0,1->2,0.4131472113773461,21.0,1.0
0.01,single,1,15.0,1.0,3846.0,2.0,1->2,0.4523627125609287,14.0,1.0
0.01,single,1,5.0,1.0,3847.0,2.0,1->2,0.4262243918153833,8.0,1.0
0.01,single,1,25.0,1.0,3848.0,2.0,1->2,0.4485185804262273,4.0,1.0
0.01,single,1,0.0,0.0,3849.0,1.0,0->1,0.6083628844836777,970.0,1.0
0.01,single,1,3849.0,1.0,3850.0,2.0,1->2,0.3107434891605953,1.0,1.0
0.01,single,1,2210.0,1.0,3851.0,2.0,1->2,0.4099869901197971,6.0,1.0
0.01,single,1,3205.0,1.0,3852.0,2.0,1->2,0.3714672869623929,10.0,1.0
0.01,single,1,2786.0,1.0,3853.0,2.0,1->2,0.4764075874781133,11.0,1.0
0.01,single,2,0.0,0.0,1.0,1.0,0->1,0.5140425925094506,970.0,529.0
0.01,single,2,1.0,1.0,2.0,2.0,1->2,0.5930301307463267,529.0,281.0
0.01,single,2,1.0,1.0,3.0,2.0,1->2,0.6188437616997764,529.0,12.0
0.01,single,2,0.0,0.0,7.0,1.0,0->1,0.6241281009033643,970.0,14.0
0.01,single,2,0.0,0.0,15.0,1.0,0->1,0.6089864649245863,970.0,14.0
0.01,single,2,15.0,1.0,16.0,2.0,1->2,0.5854217180148609,14.0,2.0
0.01,single,2,7.0,1.0,20.0,2.0,1->2,0.4900367841394501,14.0,2.0
0.01,single,2,1.0,1.0,31.0,2.0,1->2,0.6296793716762185,529.0,9.0
0.01,single,2,1.0,1.0,50.0,2.0,1->2,0.6164697419819996,529.0,8.0
0.01,single,2,0.0,0.0,71.0,1.0,0->1,0.6313159855631746,970.0,26.0
0.01,single,2,0.0,0.0,88.0,1.0,0->1,0.628950841471999,970.0,11.0
0.01,single,2,1.0,1.0,93.0,2.0,1->2,0.6061362163834653,529.0,5.0
0.01,single,2,1.0,1.0,96.0,2.0,1->2,0.6374580834977569,529.0,6.0
0.01,single,2,0.0,0.0,102.0,1.0,0->1,0.6419910563435537,970.0,13.0
0.01,single,2,0.0,0.0,125.0,1.0,0->1,0.61291934976293,970.0,14.0
0.01,single,2,0.0,0.0,133.0,1.0,0->1,0.6189087903614775,970.0,5.0
0.01,single,2,1.0,1.0,142.0,2.0,1->2,0.662879388131637,529.0,12.0
0.01,single,2,0.0,0.0,144.0,1.0,0->1,0.6396295915100169,970.0,13.0
0.01,single,2,0.0,0.0,148.0,1.0,0->1,0.6166133003155975,970.0,20.0
0.01,single,2,0.0,0.0,170.0,1.0,0->1,0.6241587895104033,970.0,12.0
0.01,single,2,1.0,1.0,175.0,2.0,1->2,0.625758213619418,529.0,10.0
0.01,single,2,1.0,1.0,192.0,2.0,1->2,0.6197111768865334,529.0,16.0
0.01,single,2,1.0,1.0,194.0,2.0,1->2,0.6230138768054736,529.0,8.0
0.01,single,2,1.0,1.0,259.0,2.0,1->2,0.6174309896505552,529.0,14.0
0.01,single,2,1.0,1.0,282.0,2.0,1->2,0.6411944185484757,529.0,7.0
0.01,single,2,1.0,1.0,295.0,2.0,1->2,0.6321165822449056,529.0,7.0
0.01,single,2,1.0,1.0,301.0,2.0,1->2,0.6352872107782869,529.0,19.0
0.01,single,2,1.0,1.0,315.0,2.0,1->2,0.5948779497473616,529.0,3.0
0.01,single,2,0.0,0.0,327.0,1.0,0->1,0.6198815175818717,970.0,17.0
0.01,single,2,0.0,0.0,334.0,1.0,0->1,0.6121164815349711,970.0,8.0
0.01,single,2,1.0,1.0,341.0,2.0,1->2,0.6160558406719089,529.0,9.0
0.01,single,2,148.0,1.0,363.0,2.0,1->2,0.5893009673734294,20.0,8.0
0.01,single,2,1.0,1.0,366.0,2.0,1->2,0.6495797366779804,529.0,7.0
0.01,single,2,1.0,1.0,379.0,2.0,1->2,0.6049834761241166,529.0,3.0
0.01,single,2,1.0,1.0,432.0,2.0,1->2,0.6061511081717693,529.0,15.0
0.01,single,2,0.0,0.0,451.0,1.0,0->1,0.6362540507591391,970.0,13.0
0.01,single,2,71.0,1.0,483.0,2.0,1->2,0.5645319814856345,26.0,10.0
0.01,single,2,1.0,1.0,639.0,2.0,1->2,0.6491502818195504,529.0,9.0
0.01,single,2,0.0,0.0,666.0,1.0,0->1,0.6349461516507267,970.0,20.0
0.01,single,2,0.0,0.0,789.0,1.0,0->1,0.6303267677510839,970.0,6.0
0.01,single,2,0.0,0.0,810.0,1.0,0->1,0.6354520977776097,970.0,15.0
0.01,single,2,327.0,1.0,819.0,2.0,1->2,0.53262412535619,17.0,10.0
0.01,single,2,148.0,1.0,821.0,2.0,1->2,0.5650219281732888,20.0,3.0
0.01,single,2,666.0,1.0,832.0,2.0,1->2,0.5449015260826103,20.0,9.0
0.01,single,2,1.0,1.0,874.0,2.0,1->2,0.6327848153905964,529.0,15.0
0.01,single,2,125.0,1.0,893.0,2.0,1->2,0.514692013112006,14.0,10.0
0.01,single,2,0.0,0.0,896.0,1.0,0->1,0.6265538869430322,970.0,8.0
0.01,single,2,0.0,0.0,980.0,1.0,0->1,0.6197431252085959,970.0,3.0
0.01,single,2,334.0,1.0,1011.0,2.0,1->2,0.5493469976666263,8.0,6.0
0.01,single,2,1.0,1.0,1113.0,2.0,1->2,0.6121203471413129,529.0,7.0
0.01,single,2,71.0,1.0,1128.0,2.0,1->2,0.5502473363437198,26.0,6.0
0.01,single,2,0.0,0.0,1148.0,1.0,0->1,0.6254792190540741,970.0,14.0
0.01,single,2,0.0,0.0,1194.0,1.0,0->1,0.6284973178800451,970.0,11.0
0.01,single,2,1148.0,1.0,1318.0,2.0,1->2,0.5544966986724817,14.0,14.0
0.01,single,2,0.0,0.0,1434.0,1.0,0->1,0.6333660037352721,970.0,7.0
0.01,single,2,1.0,1.0,1458.0,2.0,1->2,0.6198067123797968,529.0,5.0
0.01,single,2,148.0,1.0,1465.0,2.0,1->2,0.5166400509974459,20.0,2.0
0.01,single,2,0.0,0.0,1572.0,1.0,0->1,0.622750901153325,970.0,5.0
0.01,single,2,1572.0,1.0,1609.0,2.0,1->2,0.4347967021265556,5.0,5.0
0.01,single,2,0.0,0.0,1727.0,1.0,0->1,0.6258166879347945,970.0,13.0
0.01,single,2,0.0,0.0,1806.0,1.0,0->1,0.5982251703706837,970.0,9.0
0.01,single,2,1.0,1.0,1850.0,2.0,1->2,0.6379890036382669,529.0,9.0
0.01,single,2,1.0,1.0,1858.0,2.0,1->2,0.61907419608367,529.0,10.0
0.01,single,2,0.0,0.0,1951.0,1.0,0->1,0.5989946422794589,970.0,12.0
0.01,single,2,1.0,1.0,1985.0,2.0,1->2,0.6081695420288469,529.0,9.0
0.01,single,2,1951.0,1.0,2065.0,2.0,1->2,0.4256400255533663,12.0,2.0
0.01,single,2,0.0,0.0,2250.0,1.0,0->1,0.6101580617082385,970.0,5.0
0.01,single,2,1727.0,1.0,2272.0,2.0,1->2,0.5511110599570913,13.0,6.0
0.01,single,2,88.0,1.0,2411.0,2.0,1->2,0.5378115163912028,11.0,9.0
0.01,single,2,102.0,1.0,2454.0,2.0,1->2,0.513778940551955,13.0,6.0
0.01,single,2,0.0,0.0,2486.0,1.0,0->1,0.6272834848111708,970.0,15.0
0.01,single,2,1727.0,1.0,2500.0,2.0,1->2,0.5597359450138386,13.0,4.0
0.01,single,2,0.0,0.0,2506.0,1.0,0->1,0.5881305920219871,970.0,3.0
0.01,single,2,0.0,0.0,2511.0,1.0,0->1,0.609586899673008,970.0,11.0
0.01,single,2,15.0,1.0,2558.0,2.0,1->2,0.5828910122162015,14.0,3.0
0.01,single,2,1.0,1.0,2605.0,2.0,1->2,0.5798797027356224,529.0,3.0
0.01,single,2,144.0,1.0,2608.0,2.0,1->2,0.5142043632608967,13.0,4.0
0.01,single,2,170.0,1.0,2621.0,2.0,1->2,0.4919588107067319,12.0,2.0
0.01,single,2,2506.0,1.0,2637.0,2.0,1->2,0.2740943694848105,3.0,1.0
0.01,single,2,2486.0,1.0,2649.0,2.0,1->2,0.5386845027968705,15.0,9.0
0.01,single,2,133.0,1.0,2740.0,2.0,1->2,0.4463346408630498,5.0,5.0
0.01,single,2,0.0,0.0,2750.0,1.0,0->1,0.6329251695239607,970.0,20.0
0.01,single,2,2750.0,1.0,2766.0,2.0,1->2,0.5465825926443743,20.0,7.0
0.01,single,2,0.0,0.0,2876.0,1.0,0->1,0.6108053736350961,970.0,4.0
0.01,single,2,1.0,1.0,2879.0,2.0,1->2,0.6198047967317848,529.0,5.0
0.01,single,2,327.0,1.0,2880.0,2.0,1->2,0.4697618966935287,17.0,4.0
0.01,single,2,451.0,1.0,2911.0,2.0,1->2,0.5477663847934613,13.0,5.0
0.01,single,2,810.0,1.0,2919.0,2.0,1->2,0.5380993995855953,15.0,9.0
0.01,single,2,0.0,0.0,2941.0,1.0,0->1,0.6172952155287059,970.0,8.0
0.01,single,2,0.0,0.0,2955.0,1.0,0->1,0.6222751588547197,970.0,14.0
0.01,single,2,0.0,0.0,2973.0,1.0,0->1,0.6185338739373474,970.0,7.0
0.01,single,2,7.0,1.0,3088.0,2.0,1->2,0.5130287914440139,14.0,8.0
0.01,single,2,0.0,0.0,3128.0,1.0,0->1,0.6252127401629367,970.0,8.0
0.01,single,2,451.0,1.0,3148.0,2.0,1->2,0.5553683498521289,13.0,8.0
0.01,single,2,0.0,0.0,3162.0,1.0,0->1,0.6096186418406894,970.0,5.0
0.01,single,2,980.0,1.0,3199.0,2.0,1->2,0.428524405360733,3.0,3.0
0.01,single,2,666.0,1.0,3204.0,2.0,1->2,0.5425198297541723,20.0,5.0
0.01,single,2,810.0,1.0,3217.0,2.0,1->2,0.5233049942861329,15.0,6.0
0.01,single,2,1806.0,1.0,3232.0,2.0,1->2,0.4364154459935864,9.0,5.0
0.01,single,2,2511.0,1.0,3242.0,2.0,1->2,0.4208211252662616,11.0,1.0
0.01,single,2,2750.0,1.0,3260.0,2.0,1->2,0.556190193681697,20.0,6.0
0.01,single,2,0.0,0.0,3283.0,1.0,0->1,0.6227880647869845,970.0,6.0
0.01,single,2,896.0,1.0,3314.0,2.0,1->2,0.4505445440444803,8.0,4.0
0.01,single,2,896.0,1.0,3329.0,2.0,1->2,0.4289850772736693,8.0,3.0
0.01,single,2,7.0,1.0,3330.0,2.0,1->2,0.4924420632333378,14.0,4.0
0.01,single,2,3283.0,1.0,3331.0,2.0,1->2,0.5226287051340646,6.0,6.0
0.01,single,2,2511.0,1.0,3337.0,2.0,1->2,0.4602345077261978,11.0,3.0
0.01,single,2,789.0,1.0,3341.0,2.0,1->2,0.4392854788890081,6.0,1.0
0.01,single,2,0.0,0.0,3382.0,1.0,0->1,0.6035271749730594,970.0,7.0
0.01,single,2,334.0,1.0,3396.0,2.0,1->2,0.4950212444643104,8.0,2.0
0.01,single,2,2876.0,1.0,3397.0,2.0,1->2,0.4446393245484345,4.0,4.0
0.01,single,2,2973.0,1.0,3429.0,2.0,1->2,0.4337299208953692,7.0,3.0
0.01,single,2,2486.0,1.0,3457.0,2.0,1->2,0.4806145323867403,15.0,2.0
0.01,single,2,125.0,1.0,3463.0,2.0,1->2,0.4002266314301351,14.0,3.0
0.01,single,2,2955.0,1.0,3467.0,2.0,1->2,0.4886647264800129,14.0,5.0
0.01,single,2,2973.0,1.0,3475.0,2.0,1->2,0.4809457266032844,7.0,4.0
0.01,single,2,144.0,1.0,3477.0,2.0,1->2,0.4632899418464522,13.0,6.0
0.01,single,2,102.0,1.0,3479.0,2.0,1->2,0.4490928776923952,13.0,2.0
0.01,single,2,1951.0,1.0,3486.0,2.0,1->2,0.5029958379243828,12.0,3.0
0.01,single,2,2250.0,1.0,3488.0,2.0,1->2,0.4556523889465022,5.0,5.0
0.01,single,2,71.0,1.0,3496.0,2.0,1->2,0.4966018652196952,26.0,2.0
0.01,single,2,71.0,1.0,3504.0,2.0,1->2,0.5228125103029877,26.0,3.0
0.01,single,2,3162.0,1.0,3506.0,2.0,1->2,0.4754991937804495,5.0,4.0
0.01,single,2,102.0,1.0,3508.0,2.0,1->2,0.5124994475117605,13.0,4.0
0.01,single,2,2941.0,1.0,3511.0,2.0,1->2,0.3765710645342073,8.0,1.0
0.01,single,2,3382.0,1.0,3515.0,2.0,1->2,0.4662912466025379,7.0,4.0
0.01,single,2,2750.0,1.0,3516.0,2.0,1->2,0.5213826937570354,20.0,2.0
0.01,single,2,170.0,1.0,3518.0,2.0,1->2,0.5173713307144584,12.0,6.0
0.01,single,2,1806.0,1.0,3519.0,2.0,1->2,0.3299554250963223,9.0,3.0
0.01,single,2,1.0,1.0,3520.0,2.0,1->2,0.6134530180709354,529.0,6.0
0.01,single,2,3128.0,1.0,3529.0,2.0,1->2,0.4750253965447714,8.0,5.0
0.01,single,2,3128.0,1.0,3533.0,2.0,1->2,0.5010171610762709,8.0,3.0
0.01,single,2,2486.0,1.0,3539.0,2.0,1->2,0.4761083097510876,15.0,4.0
0.01,single,2,896.0,1.0,3541.0,2.0,1->2,0.3270794379912078,8.0,1.0
0.01,single,2,666.0,1.0,3543.0,2.0,1->2,0.5014673566269,20.0,3.0
0.01,single,2,1434.0,1.0,3545.0,2.0,1->2,0.518033182114528,7.0,7.0
0.01,single,2,0.0,0.0,3546.0,1.0,0->1,0.6035954655452649,970.0,2.0
0.01,single,2,0.0,0.0,3549.0,1.0,0->1,0.6138531216045927,970.0,7.0
0.01,single,2,3549.0,1.0,3550.0,2.0,1->2,0.3930398289597945,7.0,1.0
0.01,single,2,2511.0,1.0,3553.0,2.0,1->2,0.5197176225945828,11.0,4.0
0.01,single,2,3546.0,1.0,3556.0,2.0,1->2,0.3379798467786249,2.0,2.0
0.01,single,2,0.0,0.0,3560.0,1.0,0->1,0.5933465151214002,970.0,6.0
0.01,single,2,3560.0,1.0,3561.0,2.0,1->2,0.4612043942570329,6.0,3.0
0.01,single,2,327.0,1.0,3562.0,2.0,1->2,0.4539597721263731,17.0,2.0
0.01,single,2,1194.0,1.0,3565.0,2.0,1->2,0.4745743146822672,11.0,3.0
0.01,single,2,2511.0,1.0,3580.0,2.0,1->2,0.4686722425211665,11.0,3.0
0.01,single,2,2955.0,1.0,3581.0,2.0,1->2,0.50335287311043,14.0,2.0
0.01,single,2,1194.0,1.0,3588.0,2.0,1->2,0.4983878684806785,11.0,5.0
0.01,single,2,2750.0,1.0,3591.0,2.0,1->2,0.4973376630815518,20.0,4.0
0.01,single,2,1727.0,1.0,3592.0,2.0,1->2,0.4624863023347849,13.0,1.0
0.01,single,2,71.0,1.0,3593.0,2.0,1->2,0.5115414953782146,26.0,2.0
0.01,single,2,88.0,1.0,3596.0,2.0,1->2,0.4543786378263262,11.0,1.0
0.01,single,2,3549.0,1.0,3598.0,2.0,1->2,0.4417766605173701,7.0,2.0
0.01,single,2,0.0,0.0,3601.0,1.0,0->1,0.6333762988269797,970.0,6.0
0.01,single,2,3601.0,1.0,3602.0,2.0,1->2,0.5484859786969444,6.0,6.0
0.01,single,2,148.0,1.0,3604.0,2.0,1->2,0.4943470619947669,20.0,1.0
0.01,single,2,148.0,1.0,3605.0,2.0,1->2,0.5000469450590961,20.0,2.0
0.01,single,2,125.0,1.0,3606.0,2.0,1->2,0.3166516086833543,14.0,1.0
0.01,single,2,15.0,1.0,3607.0,2.0,1->2,0.6050589631522951,14.0,5.0
0.01,single,2,1727.0,1.0,3608.0,2.0,1->2,0.5377393484640458,13.0,2.0
0.01,single,2,666.0,1.0,3609.0,2.0,1->2,0.4706000453841519,20.0,2.0
0.01,single,2,1194.0,1.0,3612.0,2.0,1->2,0.4471140692703546,11.0,1.0
0.01,single,2,0.0,0.0,3613.0,1.0,0->1,0.6045034150636053,970.0,4.0
0.01,single,2,1951.0,1.0,3616.0,2.0,1->2,0.3907691886118496,12.0,2.0
0.01,single,2,2955.0,1.0,3617.0,2.0,1->2,0.4816556384311115,14.0,4.0
0.01,single,2,2941.0,1.0,3619.0,2.0,1->2,0.4629123232608643,8.0,2.0
0.01,single,2,3613.0,1.0,3620.0,2.0,1->2,0.2684329599679077,4.0,1.0
0.01,single,2,3549.0,1.0,3622.0,2.0,1->2,0.303398507387988,7.0,1.0
0.01,single,2,144.0,1.0,3623.0,2.0,1->2,0.533099316187647,13.0,3.0
0.01,single,2,1194.0,1.0,3626.0,2.0,1->2,0.4492182335140088,11.0,2.0
0.01,single,2,71.0,1.0,3627.0,2.0,1->2,0.5533245178452182,26.0,3.0
0.01,single,2,3549.0,1.0,3628.0,2.0,1->2,0.4221977556963796,7.0,3.0
0.01,single,2,3613.0,1.0,3629.0,2.0,1->2,0.4166247772025495,4.0,3.0
0.01,single,2,170.0,1.0,3630.0,2.0,1->2,0.4870034350664062,12.0,3.0
0.01,single,2,1951.0,1.0,3632.0,2.0,1->2,0.4600528417252438,12.0,2.0
0.01,single,2,15.0,1.0,3635.0,2.0,1->2,0.5507335638794323,14.0,3.0
0.01,single,2,789.0,1.0,3636.0,2.0,1->2,0.5379261109503587,6.0,5.0
0.01,single,2,1951.0,1.0,3637.0,2.0,1->2,0.4999528076825472,12.0,3.0
0.01,single,2,15.0,1.0,3638.0,2.0,1->2,0.5577381361113265,14.0,1.0
0.01,single,2,2941.0,1.0,3639.0,2.0,1->2,0.4194657671107925,8.0,3.0
0.01,single,2,2955.0,1.0,3640.0,2.0,1->2,0.496028527321617,14.0,2.0
0.01,single,2,3560.0,1.0,3641.0,2.0,1->2,0.4659759111395005,6.0,2.0
0.01,single,2,666.0,1.0,3642.0,2.0,1->2,0.4706156307617956,20.0,1.0
0.01,single,2,2506.0,1.0,3643.0,2.0,1->2,0.3484643111743101,3.0,1.0
0.01,single,2,88.0,1.0,3644.0,2.0,1->2,0.4237351232355866,11.0,1.0
0.01,single,2,3560.0,1.0,3645.0,2.0,1->2,0.3971761008442186,6.0,1.0
0.01,single,2,148.0,1.0,3646.0,2.0,1->2,0.4802129695596188,20.0,4.0
0.01,single,2,102.0,1.0,3647.0,2.0,1->2,0.4348935216112632,13.0,1.0
0.01,single,2,3382.0,1.0,3648.0,2.0,1->2,0.5111312114083496,7.0,3.0
0.01,single,2,1806.0,1.0,3649.0,2.0,1->2,0.224408366553609,9.0,1.0
0.01,single,2,2506.0,1.0,3650.0,2.0,1->2,0.2198771362593272,3.0,1.0
0.01,single,2,3162.0,1.0,3651.0,2.0,1->2,0.2928632126616484,5.0,1.0
0.01,single,2,327.0,1.0,3652.0,2.0,1->2,0.4404416634936422,17.0,1.0
0.01,single,2,2750.0,1.0,3653.0,2.0,1->2,0.4751996791126131,20.0,1.0
0.01,single,2,170.0,1.0,3654.0,2.0,1->2,0.4692358553766994,12.0,1.0
0.01,single,2,2941.0,1.0,3655.0,2.0,1->2,0.4116151805217602,8.0,1.0
0.01,single,2,2955.0,1.0,3656.0,2.0,1->2,0.3856176474013837,14.0,1.0
0.01,single,2,2941.0,1.0,3657.0,2.0,1->2,0.4097041861068227,8.0,1.0
0.01,single,3,0.0,0.0,1.0,1.0,0->1,0.4090620481920327,970.0,593.0
0.01,single,3,1.0,1.0,2.0,2.0,1->2,0.645402810169939,593.0,101.0
0.01,single,3,0.0,0.0,4.0,1.0,0->1,0.5965852906905673,970.0,17.0
0.01,single,3,1.0,1.0,13.0,2.0,1->2,0.6483451533769383,593.0,10.0
0.01,single,3,0.0,0.0,22.0,1.0,0->1,0.6363599294134893,970.0,9.0
0.01,single,3,1.0,1.0,30.0,2.0,1->2,0.6567108199923408,593.0,13.0
