gamma,experiment_type,run_id,parent_id,parent_layer,child_id,child_layer,layer_transition,js_distance,parent_doc_count,child_doc_count
0.1,single,1,6163.0,1.0,6342.0,2.0,1->2,0.3438807547847506,8.0,3.0
0.1,single,1,4252.0,1.0,6345.0,2.0,1->2,0.4604198694941152,11.0,1.0
0.1,single,1,4915.0,1.0,6348.0,2.0,1->2,0.4718424620849612,7.0,2.0
0.1,single,1,5658.0,1.0,6349.0,2.0,1->2,0.3920136851236573,2.0,2.0
0.1,single,1,241.0,1.0,6350.0,2.0,1->2,0.4517598858216689,17.0,2.0
0.1,single,1,352.0,1.0,6351.0,2.0,1->2,0.2382221723343404,9.0,1.0
0.1,single,1,1740.0,1.0,6353.0,2.0,1->2,0.4633603024585625,15.0,1.0
0.1,single,1,5964.0,1.0,6355.0,2.0,1->2,0.5049752281071417,9.0,3.0
0.1,single,1,1.0,1.0,6356.0,2.0,1->2,0.5860803731600362,524.0,3.0
0.1,single,1,59.0,1.0,6359.0,2.0,1->2,0.4774297210956967,15.0,1.0
0.1,single,1,59.0,1.0,6362.0,2.0,1->2,0.439975858454885,15.0,2.0
0.1,single,1,2970.0,1.0,6364.0,2.0,1->2,0.5019484585931718,21.0,3.0
0.1,single,1,56.0,1.0,6365.0,2.0,1->2,0.5312402501507854,15.0,2.0
0.1,single,1,4.0,1.0,6366.0,2.0,1->2,0.3741826159198902,15.0,2.0
0.1,single,1,1274.0,1.0,6367.0,2.0,1->2,0.4656710592954936,16.0,2.0
0.1,single,1,10.0,1.0,6369.0,2.0,1->2,0.5115348366782323,21.0,3.0
0.1,single,1,4915.0,1.0,6370.0,2.0,1->2,0.4365937818849873,7.0,2.0
0.1,single,1,6163.0,1.0,6371.0,2.0,1->2,0.3333494338683068,8.0,2.0
0.1,single,1,1931.0,1.0,6374.0,2.0,1->2,0.452106984680984,10.0,5.0
0.1,single,1,6150.0,1.0,6375.0,2.0,1->2,0.3709565145554885,2.0,2.0
0.1,single,1,1438.0,1.0,6376.0,2.0,1->2,0.4298501397918134,22.0,1.0
0.1,single,1,736.0,1.0,6377.0,2.0,1->2,0.5261724099704137,27.0,1.0
0.1,single,1,10.0,1.0,6379.0,2.0,1->2,0.4725711801193625,21.0,3.0
0.1,single,1,199.0,1.0,6381.0,2.0,1->2,0.4516794609903062,7.0,2.0
0.1,single,1,4.0,1.0,6382.0,2.0,1->2,0.5159186392283432,15.0,3.0
0.1,single,1,42.0,1.0,6384.0,2.0,1->2,0.4599891903775641,9.0,4.0
0.1,single,1,4252.0,1.0,6385.0,2.0,1->2,0.4753615281957102,11.0,3.0
0.1,single,1,1931.0,1.0,6386.0,2.0,1->2,0.3453223376270842,10.0,2.0
0.1,single,1,36.0,1.0,6387.0,2.0,1->2,0.4219068606418214,14.0,3.0
0.1,single,1,4915.0,1.0,6388.0,2.0,1->2,0.4757363187321269,7.0,2.0
0.1,single,1,59.0,1.0,6389.0,2.0,1->2,0.5238816091796399,15.0,4.0
0.1,single,1,199.0,1.0,6390.0,2.0,1->2,0.3972011415734803,7.0,1.0
0.1,single,1,36.0,1.0,6391.0,2.0,1->2,0.3941745867630153,14.0,2.0
0.1,single,1,6163.0,1.0,6392.0,2.0,1->2,0.3708775265714144,8.0,1.0
0.1,single,1,325.0,1.0,6393.0,2.0,1->2,0.4897018885269731,10.0,1.0
0.1,single,1,42.0,1.0,6394.0,2.0,1->2,0.437828362920886,9.0,1.0
0.1,single,1,736.0,1.0,6395.0,2.0,1->2,0.4964455888072649,27.0,1.0
0.1,single,1,6272.0,1.0,6396.0,2.0,1->2,0.4209190677206304,7.0,3.0
0.1,single,1,36.0,1.0,6397.0,2.0,1->2,0.3374611362490808,14.0,1.0
0.1,single,1,1.0,1.0,6398.0,2.0,1->2,0.6346948918452351,524.0,3.0
0.1,single,1,3539.0,1.0,6399.0,2.0,1->2,0.5027867128287544,7.0,1.0
0.1,single,1,197.0,1.0,6400.0,2.0,1->2,0.4597576783212873,20.0,1.0
0.1,single,1,0.0,0.0,6401.0,1.0,0->1,0.609898602675651,970.0,2.0
0.1,single,1,6401.0,1.0,6402.0,2.0,1->2,0.3773012455235754,2.0,2.0
0.1,single,1,1274.0,1.0,6403.0,2.0,1->2,0.4971148107887352,16.0,4.0
0.1,single,1,1308.0,1.0,6404.0,2.0,1->2,0.3730060197731661,10.0,1.0
0.1,single,1,5642.0,1.0,6405.0,2.0,1->2,0.4350938043087984,6.0,2.0
0.1,single,1,6272.0,1.0,6406.0,2.0,1->2,0.4469732691947404,7.0,1.0
0.1,single,1,6163.0,1.0,6407.0,2.0,1->2,0.367543616139259,8.0,1.0
0.1,single,1,241.0,1.0,6408.0,2.0,1->2,0.4736303492943552,17.0,2.0
0.1,single,1,1.0,1.0,6409.0,2.0,1->2,0.5961318532838652,524.0,1.0
0.1,single,1,1438.0,1.0,6410.0,2.0,1->2,0.4363411091536701,22.0,1.0
0.1,single,1,1438.0,1.0,6411.0,2.0,1->2,0.4075582878632497,22.0,1.0
0.1,single,1,1438.0,1.0,6412.0,2.0,1->2,0.418962450237919,22.0,1.0
0.1,single,1,36.0,1.0,6413.0,2.0,1->2,0.3867874319764426,14.0,1.0
0.1,single,2,0.0,0.0,1.0,1.0,0->1,0.4391321755041538,970.0,484.0
0.1,single,2,1.0,1.0,2.0,2.0,1->2,0.6221865568180754,484.0,69.0
0.1,single,2,0.0,0.0,4.0,1.0,0->1,0.6293668071279537,970.0,13.0
0.1,single,2,1.0,1.0,13.0,2.0,1->2,0.6787632840394272,484.0,10.0
0.1,single,2,0.0,0.0,16.0,1.0,0->1,0.6210057252423145,970.0,9.0
0.1,single,2,0.0,0.0,23.0,1.0,0->1,0.6193952108065027,970.0,12.0
0.1,single,2,0.0,0.0,25.0,1.0,0->1,0.6145159042654357,970.0,10.0
0.1,single,2,0.0,0.0,47.0,1.0,0->1,0.6222646295229911,970.0,6.0
0.1,single,2,1.0,1.0,53.0,2.0,1->2,0.6648626152905994,484.0,11.0
0.1,single,2,0.0,0.0,54.0,1.0,0->1,0.6542197696139422,970.0,24.0
0.1,single,2,0.0,0.0,69.0,1.0,0->1,0.6174164237269836,970.0,4.0
0.1,single,2,0.0,0.0,71.0,1.0,0->1,0.6043407349480868,970.0,8.0
0.1,single,2,1.0,1.0,76.0,2.0,1->2,0.6380753041351733,484.0,11.0
0.1,single,2,1.0,1.0,86.0,2.0,1->2,0.6300954449125418,484.0,13.0
0.1,single,2,1.0,1.0,100.0,2.0,1->2,0.6313679144292009,484.0,6.0
0.1,single,2,0.0,0.0,121.0,1.0,0->1,0.6420264066611311,970.0,9.0
0.1,single,2,0.0,0.0,142.0,1.0,0->1,0.6337629396143097,970.0,11.0
0.1,single,2,1.0,1.0,149.0,2.0,1->2,0.6350757398718921,484.0,10.0
0.1,single,2,1.0,1.0,154.0,2.0,1->2,0.6602126134679215,484.0,11.0
0.1,single,2,0.0,0.0,164.0,1.0,0->1,0.6223205135647576,970.0,18.0
0.1,single,2,164.0,1.0,165.0,2.0,1->2,0.5675823070892329,18.0,13.0
0.1,single,2,1.0,1.0,218.0,2.0,1->2,0.6466067539708827,484.0,8.0
0.1,single,2,25.0,1.0,228.0,2.0,1->2,0.5418436123994311,10.0,10.0
0.1,single,2,0.0,0.0,232.0,1.0,0->1,0.634995325790076,970.0,8.0
0.1,single,2,0.0,0.0,277.0,1.0,0->1,0.6443647665162284,970.0,26.0
0.1,single,2,1.0,1.0,287.0,2.0,1->2,0.6232558691456505,484.0,13.0
0.1,single,2,1.0,1.0,288.0,2.0,1->2,0.6764333003670494,484.0,20.0
0.1,single,2,0.0,0.0,330.0,1.0,0->1,0.6160711484688961,970.0,9.0
0.1,single,2,47.0,1.0,367.0,2.0,1->2,0.4677963559103586,6.0,3.0
0.1,single,2,0.0,0.0,422.0,1.0,0->1,0.619279118696641,970.0,16.0
0.1,single,2,142.0,1.0,425.0,2.0,1->2,0.5413164018075273,11.0,11.0
0.1,single,2,23.0,1.0,531.0,2.0,1->2,0.5095189643339014,12.0,10.0
0.1,single,2,1.0,1.0,561.0,2.0,1->2,0.6632299499994436,484.0,8.0
0.1,single,2,1.0,1.0,595.0,2.0,1->2,0.6728370268664449,484.0,13.0
0.1,single,2,0.0,0.0,615.0,1.0,0->1,0.6099508977715558,970.0,23.0
0.1,single,2,615.0,1.0,616.0,2.0,1->2,0.617023322944237,23.0,14.0
0.1,single,2,1.0,1.0,682.0,2.0,1->2,0.6529289714486631,484.0,12.0
0.1,single,2,1.0,1.0,714.0,2.0,1->2,0.669401958231101,484.0,20.0
0.1,single,2,422.0,1.0,721.0,2.0,1->2,0.4708192564397249,16.0,8.0
0.1,single,2,277.0,1.0,735.0,2.0,1->2,0.6035131762566807,26.0,18.0
0.1,single,2,121.0,1.0,754.0,2.0,1->2,0.5507342872613873,9.0,6.0
0.1,single,2,1.0,1.0,936.0,2.0,1->2,0.634564366627738,484.0,8.0
0.1,single,2,1.0,1.0,987.0,2.0,1->2,0.6546277653601986,484.0,15.0
0.1,single,2,1.0,1.0,996.0,2.0,1->2,0.6654930000265846,484.0,23.0
0.1,single,2,0.0,0.0,1169.0,1.0,0->1,0.6062137523122739,970.0,22.0
0.1,single,2,0.0,0.0,1172.0,1.0,0->1,0.6210267685093546,970.0,18.0
0.1,single,2,1172.0,1.0,1173.0,2.0,1->2,0.5499180103301101,18.0,8.0
0.1,single,2,1.0,1.0,1178.0,2.0,1->2,0.6226480056050949,484.0,8.0
0.1,single,2,0.0,0.0,1299.0,1.0,0->1,0.6423156233076189,970.0,30.0
0.1,single,2,1169.0,1.0,1403.0,2.0,1->2,0.5398402297054179,22.0,7.0
0.1,single,2,1.0,1.0,1415.0,2.0,1->2,0.6235962383720366,484.0,10.0
0.1,single,2,1169.0,1.0,1436.0,2.0,1->2,0.5189814465228854,22.0,7.0
0.1,single,2,1299.0,1.0,1445.0,2.0,1->2,0.5676518696552214,30.0,12.0
0.1,single,2,0.0,0.0,1450.0,1.0,0->1,0.6070763394575698,970.0,12.0
0.1,single,2,0.0,0.0,1693.0,1.0,0->1,0.6335855475831279,970.0,10.0
0.1,single,2,1.0,1.0,2067.0,2.0,1->2,0.6249938610888237,484.0,7.0
0.1,single,2,0.0,0.0,2082.0,1.0,0->1,0.6335726141311079,970.0,6.0
0.1,single,2,0.0,0.0,2290.0,1.0,0->1,0.6231091400721006,970.0,18.0
0.1,single,2,2290.0,1.0,2291.0,2.0,1->2,0.5537957166647979,18.0,9.0
0.1,single,2,615.0,1.0,2327.0,2.0,1->2,0.4860450174932324,23.0,2.0
0.1,single,2,330.0,1.0,2328.0,2.0,1->2,0.4939158836305589,9.0,9.0
0.1,single,2,1.0,1.0,2362.0,2.0,1->2,0.6332016300775947,484.0,13.0
0.1,single,2,1.0,1.0,2375.0,2.0,1->2,0.6410196153749397,484.0,9.0
0.1,single,2,1.0,1.0,2444.0,2.0,1->2,0.6373579369537183,484.0,9.0
0.1,single,2,1.0,1.0,2555.0,2.0,1->2,0.6488261820778297,484.0,14.0
0.1,single,2,69.0,1.0,2568.0,2.0,1->2,0.423758697007303,4.0,4.0
0.1,single,2,0.0,0.0,2603.0,1.0,0->1,0.646252653301165,970.0,9.0
0.1,single,2,1.0,1.0,2676.0,2.0,1->2,0.6372774028393033,484.0,4.0
0.1,single,2,1.0,1.0,3078.0,2.0,1->2,0.6436674173724952,484.0,11.0
0.1,single,2,1299.0,1.0,3132.0,2.0,1->2,0.5567114849921516,30.0,9.0
0.1,single,2,1.0,1.0,3184.0,2.0,1->2,0.6682172851029221,484.0,17.0
0.1,single,2,1.0,1.0,3235.0,2.0,1->2,0.6338982882611724,484.0,8.0
0.1,single,2,0.0,0.0,3317.0,1.0,0->1,0.6262406537307287,970.0,11.0
0.1,single,2,1.0,1.0,3680.0,2.0,1->2,0.6281296328089706,484.0,4.0
0.1,single,2,54.0,1.0,3702.0,2.0,1->2,0.5674759775078547,24.0,6.0
0.1,single,2,0.0,0.0,3736.0,1.0,0->1,0.6072572621098435,970.0,7.0
0.1,single,2,3317.0,1.0,4086.0,2.0,1->2,0.5254837910273683,11.0,7.0
0.1,single,2,0.0,0.0,4156.0,1.0,0->1,0.6237425881446971,970.0,9.0
0.1,single,2,1.0,1.0,4204.0,2.0,1->2,0.6198446745067595,484.0,4.0
0.1,single,2,1.0,1.0,4304.0,2.0,1->2,0.6400221682392198,484.0,4.0
0.1,single,2,1.0,1.0,4363.0,2.0,1->2,0.6489007005432239,484.0,7.0
0.1,single,2,1.0,1.0,4388.0,2.0,1->2,0.6665327707685578,484.0,8.0
0.1,single,2,1.0,1.0,4433.0,2.0,1->2,0.617688322014819,484.0,3.0
0.1,single,2,0.0,0.0,4472.0,1.0,0->1,0.6033892791941865,970.0,6.0
0.1,single,2,1.0,1.0,4559.0,2.0,1->2,0.6186888639984423,484.0,6.0
0.1,single,2,1693.0,1.0,4651.0,2.0,1->2,0.5046925116347911,10.0,6.0
0.1,single,2,1.0,1.0,4773.0,2.0,1->2,0.6475387450908692,484.0,8.0
0.1,single,2,277.0,1.0,4809.0,2.0,1->2,0.5408967738346946,26.0,5.0
0.1,single,2,54.0,1.0,4833.0,2.0,1->2,0.5409547836147072,24.0,6.0
0.1,single,2,0.0,0.0,4848.0,1.0,0->1,0.6202428841468679,970.0,10.0
0.1,single,2,3317.0,1.0,4857.0,2.0,1->2,0.5165784337876852,11.0,3.0
0.1,single,2,4848.0,1.0,5021.0,2.0,1->2,0.5145352035376969,10.0,4.0
0.1,single,2,0.0,0.0,5088.0,1.0,0->1,0.6284244444096457,970.0,12.0
0.1,single,2,3736.0,1.0,5148.0,2.0,1->2,0.3901915190415563,7.0,2.0
0.1,single,2,1.0,1.0,5150.0,2.0,1->2,0.61273298199251,484.0,5.0
0.1,single,2,54.0,1.0,5177.0,2.0,1->2,0.5395697876729909,24.0,4.0
0.1,single,2,0.0,0.0,5226.0,1.0,0->1,0.6188765050893511,970.0,13.0
0.1,single,2,0.0,0.0,5248.0,1.0,0->1,0.6458270451849552,970.0,21.0
0.1,single,2,1.0,1.0,5287.0,2.0,1->2,0.6252865357274445,484.0,4.0
0.1,single,2,5248.0,1.0,5327.0,2.0,1->2,0.5400152977383762,21.0,8.0
0.1,single,2,164.0,1.0,5363.0,2.0,1->2,0.4939888624066485,18.0,2.0
0.1,single,2,0.0,0.0,5401.0,1.0,0->1,0.614024904559323,970.0,7.0
0.1,single,2,0.0,0.0,5412.0,1.0,0->1,0.6184793204701273,970.0,8.0
0.1,single,2,615.0,1.0,5417.0,2.0,1->2,0.5139193490431837,23.0,4.0
0.1,single,2,1450.0,1.0,5449.0,2.0,1->2,0.5162515720213084,12.0,3.0
0.1,single,2,5412.0,1.0,5454.0,2.0,1->2,0.4247291482283933,8.0,3.0
0.1,single,2,0.0,0.0,5469.0,1.0,0->1,0.6070816956903884,970.0,4.0
0.1,single,2,0.0,0.0,5557.0,1.0,0->1,0.6258098879797439,970.0,8.0
0.1,single,2,1.0,1.0,5596.0,2.0,1->2,0.6540159776635275,484.0,11.0
0.1,single,2,54.0,1.0,5606.0,2.0,1->2,0.5702481958316945,24.0,6.0
0.1,single,2,4.0,1.0,5622.0,2.0,1->2,0.5566164363900228,13.0,4.0
0.1,single,2,16.0,1.0,5628.0,2.0,1->2,0.4980264480515156,9.0,6.0
0.1,single,2,4.0,1.0,5640.0,2.0,1->2,0.5290369723036771,13.0,1.0
0.1,single,2,1.0,1.0,5663.0,2.0,1->2,0.6161187805531775,484.0,4.0
0.1,single,2,1.0,1.0,5731.0,2.0,1->2,0.6118547433372502,484.0,2.0
0.1,single,2,0.0,0.0,5734.0,1.0,0->1,0.6097739305048865,970.0,3.0
0.1,single,2,5557.0,1.0,5750.0,2.0,1->2,0.4413204172447273,8.0,3.0
0.1,single,2,5248.0,1.0,5799.0,2.0,1->2,0.4965347350436491,21.0,6.0
0.1,single,2,4848.0,1.0,5815.0,2.0,1->2,0.4633559591066519,10.0,2.0
0.1,single,2,2603.0,1.0,5825.0,2.0,1->2,0.5247342326437963,9.0,7.0
0.1,single,2,1450.0,1.0,5849.0,2.0,1->2,0.4795129264899085,12.0,4.0
0.1,single,2,1.0,1.0,5851.0,2.0,1->2,0.6286165004589648,484.0,4.0
0.1,single,2,1172.0,1.0,5937.0,2.0,1->2,0.4984654518538722,18.0,5.0
0.1,single,2,4156.0,1.0,5941.0,2.0,1->2,0.4849019061708108,9.0,4.0
0.1,single,2,2290.0,1.0,5946.0,2.0,1->2,0.5035850122129469,18.0,3.0
0.1,single,2,1169.0,1.0,5970.0,2.0,1->2,0.5166494657762318,22.0,3.0
0.1,single,2,1450.0,1.0,5978.0,2.0,1->2,0.435060652220902,12.0,4.0
0.1,single,2,5734.0,1.0,5998.0,2.0,1->2,0.4781645764840883,3.0,2.0
0.1,single,2,0.0,0.0,6018.0,1.0,0->1,0.6120816787564749,970.0,13.0
0.1,single,2,4848.0,1.0,6052.0,2.0,1->2,0.4717827591323585,10.0,3.0
0.1,single,2,1.0,1.0,6053.0,2.0,1->2,0.593537977486597,484.0,1.0
0.1,single,2,1299.0,1.0,6080.0,2.0,1->2,0.4659144298681686,30.0,1.0
0.1,single,2,0.0,0.0,6082.0,1.0,0->1,0.5888438651971294,970.0,2.0
0.1,single,2,5401.0,1.0,6085.0,2.0,1->2,0.450189695338594,7.0,6.0
0.1,single,2,6018.0,1.0,6094.0,2.0,1->2,0.4209880635670937,13.0,2.0
0.1,single,2,1172.0,1.0,6095.0,2.0,1->2,0.4417474137210155,18.0,2.0
0.1,single,2,0.0,0.0,6098.0,1.0,0->1,0.6265396449890418,970.0,13.0
0.1,single,2,6098.0,1.0,6099.0,2.0,1->2,0.4797517535550888,13.0,6.0
0.1,single,2,2082.0,1.0,6102.0,2.0,1->2,0.4786014199027089,6.0,5.0
0.1,single,2,1.0,1.0,6103.0,2.0,1->2,0.6270832628175136,484.0,4.0
0.1,single,2,1.0,1.0,6104.0,2.0,1->2,0.6370070162676268,484.0,5.0
0.1,single,2,2290.0,1.0,6107.0,2.0,1->2,0.4916533415397321,18.0,6.0
0.1,single,2,2082.0,1.0,6126.0,2.0,1->2,0.4424468313179572,6.0,1.0
0.1,single,2,5226.0,1.0,6135.0,2.0,1->2,0.5265749048381839,13.0,3.0
0.1,single,2,1299.0,1.0,6155.0,2.0,1->2,0.4792825198195624,30.0,3.0
0.1,single,2,1.0,1.0,6160.0,2.0,1->2,0.5951816352940222,484.0,2.0
0.1,single,2,5248.0,1.0,6165.0,2.0,1->2,0.4827776746713181,21.0,2.0
0.1,single,2,232.0,1.0,6166.0,2.0,1->2,0.4713132569335775,8.0,2.0
0.1,single,2,5088.0,1.0,6170.0,2.0,1->2,0.4767373094768042,12.0,2.0
0.1,single,2,1169.0,1.0,6174.0,2.0,1->2,0.3757128635508261,22.0,1.0
0.1,single,2,4.0,1.0,6180.0,2.0,1->2,0.5256011946804537,13.0,3.0
0.1,single,2,1299.0,1.0,6181.0,2.0,1->2,0.4487063173318454,30.0,2.0
0.1,single,2,422.0,1.0,6182.0,2.0,1->2,0.4115183331303892,16.0,2.0
0.1,single,2,54.0,1.0,6185.0,2.0,1->2,0.5309565996454696,24.0,1.0
0.1,single,2,47.0,1.0,6186.0,2.0,1->2,0.4223163305413506,6.0,3.0
0.1,single,2,5088.0,1.0,6188.0,2.0,1->2,0.5436156070111456,12.0,9.0
0.1,single,2,422.0,1.0,6189.0,2.0,1->2,0.3844951415383032,16.0,2.0
0.1,single,2,4.0,1.0,6192.0,2.0,1->2,0.5814641239295866,13.0,4.0
0.1,single,2,5248.0,1.0,6194.0,2.0,1->2,0.4572626949404551,21.0,1.0
0.1,single,2,5248.0,1.0,6197.0,2.0,1->2,0.5092218053242226,21.0,3.0
0.1,single,2,5469.0,1.0,6200.0,2.0,1->2,0.3250056382789798,4.0,3.0
0.1,single,2,16.0,1.0,6202.0,2.0,1->2,0.3861221022592785,9.0,1.0
0.1,single,2,1693.0,1.0,6207.0,2.0,1->2,0.5006531409618277,10.0,3.0
0.1,single,2,0.0,0.0,6210.0,1.0,0->1,0.5888438651971294,970.0,3.0
0.1,single,2,5412.0,1.0,6212.0,2.0,1->2,0.4507291158465305,8.0,5.0
0.1,single,2,5226.0,1.0,6213.0,2.0,1->2,0.4976689822078767,13.0,6.0
0.1,single,2,232.0,1.0,6214.0,2.0,1->2,0.4723388635854173,8.0,4.0
0.1,single,2,4472.0,1.0,6215.0,2.0,1->2,0.410676432319469,6.0,3.0
0.1,single,2,6018.0,1.0,6216.0,2.0,1->2,0.4774261314531799,13.0,7.0
0.1,single,2,0.0,0.0,6218.0,1.0,0->1,0.6080664518858754,970.0,3.0
0.1,single,2,1.0,1.0,6220.0,2.0,1->2,0.594724637032856,484.0,2.0
0.1,single,2,16.0,1.0,6232.0,2.0,1->2,0.4237354810202544,9.0,2.0
0.1,single,2,6098.0,1.0,6234.0,2.0,1->2,0.4790508715703734,13.0,4.0
0.1,single,2,6082.0,1.0,6235.0,2.0,1->2,0.3045941319483718,2.0,2.0
0.1,single,2,1450.0,1.0,6237.0,2.0,1->2,0.402711812813823,12.0,1.0
0.1,single,2,615.0,1.0,6238.0,2.0,1->2,0.4605936944021199,23.0,2.0
0.1,single,2,1172.0,1.0,6239.0,2.0,1->2,0.4348582211117771,18.0,2.0
0.1,single,2,5226.0,1.0,6240.0,2.0,1->2,0.4415635797933461,13.0,2.0
0.1,single,2,1.0,1.0,6241.0,2.0,1->2,0.6175568506435496,484.0,2.0
0.1,single,2,422.0,1.0,6243.0,2.0,1->2,0.4769076848093763,16.0,4.0
0.1,single,2,4156.0,1.0,6244.0,2.0,1->2,0.4836428659377118,9.0,4.0
0.1,single,2,3736.0,1.0,6245.0,2.0,1->2,0.3850336626665616,7.0,3.0
0.1,single,2,1169.0,1.0,6247.0,2.0,1->2,0.4114614305427964,22.0,2.0
0.1,single,2,5248.0,1.0,6249.0,2.0,1->2,0.453161450751944,21.0,1.0
0.1,single,2,5734.0,1.0,6250.0,2.0,1->2,0.4199737854688947,3.0,1.0
0.1,single,2,164.0,1.0,6252.0,2.0,1->2,0.4881372430621365,18.0,2.0
0.1,single,2,277.0,1.0,6253.0,2.0,1->2,0.4721723478460032,26.0,2.0
0.1,single,2,5557.0,1.0,6254.0,2.0,1->2,0.5010827415565745,8.0,5.0
0.1,single,2,6098.0,1.0,6256.0,2.0,1->2,0.4331054450281609,13.0,2.0
0.1,single,2,5226.0,1.0,6257.0,2.0,1->2,0.4414893809637145,13.0,2.0
0.1,single,2,4848.0,1.0,6258.0,2.0,1->2,0.3659410719975274,10.0,1.0
0.1,single,2,1299.0,1.0,6259.0,2.0,1->2,0.4857646780588508,30.0,3.0
0.1,single,2,6210.0,1.0,6260.0,2.0,1->2,0.4819968091751613,3.0,3.0
0.1,single,2,121.0,1.0,6261.0,2.0,1->2,0.5212539880873356,9.0,3.0
0.1,single,2,6218.0,1.0,6262.0,2.0,1->2,0.375039205229468,3.0,3.0
0.1,single,2,4472.0,1.0,6263.0,2.0,1->2,0.3683181298445977,6.0,3.0
0.1,single,2,6098.0,1.0,6264.0,2.0,1->2,0.4322594898319792,13.0,1.0
0.1,single,2,1172.0,1.0,6265.0,2.0,1->2,0.3911567726997704,18.0,1.0
0.1,single,2,1169.0,1.0,6266.0,2.0,1->2,0.4213051354096408,22.0,1.0
0.1,single,2,71.0,1.0,6267.0,2.0,1->2,0.5212777741171934,8.0,7.0
0.1,single,2,1169.0,1.0,6268.0,2.0,1->2,0.4257836421456671,22.0,1.0
0.1,single,2,5469.0,1.0,6269.0,2.0,1->2,0.3601425028695586,4.0,1.0
0.1,single,2,2603.0,1.0,6270.0,2.0,1->2,0.4660606607530694,9.0,1.0
0.1,single,2,5088.0,1.0,6271.0,2.0,1->2,0.3877233007092326,12.0,1.0
0.1,single,2,1.0,1.0,6272.0,2.0,1->2,0.6122452085305465,484.0,2.0
0.1,single,2,71.0,1.0,6273.0,2.0,1->2,0.390841404589681,8.0,1.0
0.1,single,2,23.0,1.0,6274.0,2.0,1->2,0.4628497634447543,12.0,2.0
0.1,single,2,54.0,1.0,6275.0,2.0,1->2,0.5023663478491105,24.0,1.0
0.1,single,2,3736.0,1.0,6276.0,2.0,1->2,0.4509303031867935,7.0,2.0
0.1,single,2,277.0,1.0,6277.0,2.0,1->2,0.4723397464150508,26.0,1.0
0.1,single,2,1.0,1.0,6278.0,2.0,1->2,0.59727813897022,484.0,1.0
0.1,single,2,164.0,1.0,6279.0,2.0,1->2,0.4488848055578902,18.0,1.0
0.1,single,2,3317.0,1.0,6280.0,2.0,1->2,0.4562083274824468,11.0,1.0
0.1,single,2,6018.0,1.0,6281.0,2.0,1->2,0.4666038755373998,13.0,2.0
0.1,single,2,5401.0,1.0,6282.0,2.0,1->2,0.4088042058406832,7.0,1.0
0.1,single,2,0.0,0.0,6283.0,1.0,0->1,0.6053809485084592,970.0,1.0
0.1,single,2,6283.0,1.0,6284.0,2.0,1->2,0.2041731655422655,1.0,1.0
0.1,single,2,6018.0,1.0,6285.0,2.0,1->2,0.4351032671531214,13.0,2.0
0.1,single,2,4156.0,1.0,6286.0,2.0,1->2,0.3822864939422447,9.0,1.0
0.1,single,2,2603.0,1.0,6287.0,2.0,1->2,0.4547714439834752,9.0,1.0
0.1,single,2,0.0,0.0,6288.0,1.0,0->1,0.5888438651971294,970.0,1.0
0.1,single,2,6288.0,1.0,6289.0,2.0,1->2,0.3195072972868407,1.0,1.0
0.1,single,2,4.0,1.0,6290.0,2.0,1->2,0.5409705632823174,13.0,1.0
0.1,single,2,232.0,1.0,6291.0,2.0,1->2,0.3864271655539247,8.0,1.0
0.1,single,2,1693.0,1.0,6292.0,2.0,1->2,0.4308506513089501,10.0,1.0
0.1,single,2,232.0,1.0,6293.0,2.0,1->2,0.4861784243869949,8.0,1.0
0.1,single,2,615.0,1.0,6294.0,2.0,1->2,0.4988489506647554,23.0,1.0
0.1,single,3,0.0,0.0,1.0,1.0,0->1,0.4095596176673787,970.0,519.0
0.1,single,3,1.0,1.0,2.0,2.0,1->2,0.6330030368399462,519.0,22.0
0.1,single,3,1.0,1.0,3.0,2.0,1->2,0.6918549501588159,519.0,23.0
0.1,single,3,0.0,0.0,7.0,1.0,0->1,0.629618742309583,970.0,18.0
0.1,single,3,7.0,1.0,11.0,2.0,1->2,0.5499230961876503,18.0,6.0
0.1,single,3,0.0,0.0,15.0,1.0,0->1,0.6191840287040655,970.0,11.0
0.1,single,3,1.0,1.0,23.0,2.0,1->2,0.6860976321809508,519.0,11.0
0.1,single,3,0.0,0.0,25.0,1.0,0->1,0.6336204589345346,970.0,10.0
0.1,single,3,1.0,1.0,41.0,2.0,1->2,0.6635495787307463,519.0,4.0
0.1,single,3,0.0,0.0,52.0,1.0,0->1,0.6365358325666356,970.0,15.0
0.1,single,3,1.0,1.0,54.0,2.0,1->2,0.6676018080255428,519.0,9.0
0.1,single,3,0.0,0.0,58.0,1.0,0->1,0.628733307085995,970.0,7.0
0.1,single,3,0.0,0.0,66.0,1.0,0->1,0.6414948279403871,970.0,20.0
0.1,single,3,1.0,1.0,78.0,2.0,1->2,0.6352968667567386,519.0,12.0
0.1,single,3,1.0,1.0,91.0,2.0,1->2,0.6687697195943271,519.0,14.0
0.1,single,3,0.0,0.0,97.0,1.0,0->1,0.6438060200391524,970.0,9.0
0.1,single,3,0.0,0.0,105.0,1.0,0->1,0.6267156291037582,970.0,10.0
0.1,single,3,0.0,0.0,114.0,1.0,0->1,0.6264388332696815,970.0,20.0
0.1,single,3,0.0,0.0,123.0,1.0,0->1,0.6568603263850105,970.0,10.0
0.1,single,3,123.0,1.0,126.0,2.0,1->2,0.5757238569888652,10.0,10.0
