parent_layer,child_layer,pair_count,simple_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,60,0.6288928513902526,0.03304771677569521,0.6299395753685657,0.4183556302268198,0.6653834866157678,58200,970,0.05,0.05
1,2,244,0.5849812336221559,0.0712632662734535,0.5877165729815289,0.2908324821110934,0.7124150383634309,32903,970,0.05,0.05
