alpha,eta,gamma,depth,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.05,0.05,0.05,3,175,194,194,194,16508,-115604.26181861463,1099.8439017640135,1778.1759826309976,1.0,3.0
