depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.05,0,5.008017175397513,0.0,1
3,0.05,0.05,0.05,1,4.0817593251588455,0.6390471452402874,60
3,0.05,0.05,0.05,2,3.6984316353532303,0.6518828554471398,244
