parent_layer,child_layer,pair_count,simple_avg_js_distance,weighted_avg_js_distance,std_js_distance,median_js_distance,min_js_distance,max_js_distance,alpha,eta_used
0,1,60,0.628892851391266,0.5843022804559184,0.03304771677566638,0.6299395753695816,0.4183556302279348,0.6653834866167254,0.05,0.05
1,2,244,0.5849812336222467,0.615952417236292,0.07126326627355727,0.5877165729815312,0.29083248211109464,0.7124150383636823,0.05,0.05
