parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,60,0.6288928513902526,0.03304771677569521,0.5307931149104479,58200,970,0.05,0.05
1,2,244,0.5849812336221559,0.0712632662734535,0.625244010957666,32903,970,0.05,0.05
