layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.013885924146951547,0.48573015805465874,-0.5922496992669217,0.013885924146951547,0.48573015805465874,-0.5922496992669217,,,,5,0.05,0.05,0.05,3
1,60,970,16.166666666666668,0.048651562582486416,0.5498656103337363,-1.5639963992266452,0.07670737555435067,0.546663210710898,-2.418028520089249,0.12063596198039847,0.12019249352967738,1.3649061263655486,5,0.05,0.05,0.05,3
2,244,970,3.9754098360655736,0.07853280877225403,0.5843220880450994,-2.6712952123196603,0.06235063871775208,0.5615316276148643,-2.8749965112869575,0.13233053236770878,0.14683040682397352,1.9302958414999323,5,0.05,0.05,0.05,3
