layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.933365553989032
1,40,780,780,365.0923792632015,0.4680671529015404,970,5.133713068106562
2,178,15753,15753,7664.7516498287205,0.4865582206455101,970,5.074573441767982
