layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.821342968263432
1,16,120,120,56.73418246160402,0.47278485384670016,970,4.880877409714708
2,69,2346,2346,939.0362072711506,0.40027118809511963,970,5.126375665026176
3,181,16290,16290,8039.019610319827,0.4934941442799157,970,5.0235854591889195
