layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.9221052665449285
1,46,1035,1035,516.6413218929596,0.49917035931686915,970,5.102947466469196
2,167,13861,13861,6745.371540265065,0.4866439319143687,970,5.096603520922485
