parent_id,parent_layer,child_id,child_layer,js_distance,parent_doc_count,child_doc_count
0,0,1,1,0.46936861722974427,970,722
1,1,2,2,0.6433175915269183,722,336
2,2,3,3,0.6894170319093095,336,90
0,0,4,1,0.626627702488675,970,21
0,0,12,1,0.6200286885274687,970,40
1,1,26,2,0.6388201912198581,722,25
1,1,29,2,0.6524148930971296,722,18
2,2,56,3,0.6412832366363443,336,15
1,1,59,2,0.6564576371053439,722,24
0,0,71,1,0.6264103016442162,970,20
2,2,85,3,0.6353615531903473,336,13
2,2,111,3,0.6640386452673708,336,11
0,0,139,1,0.6338139589370698,970,5
1,1,176,2,0.6308382551446396,722,6
1,1,182,2,0.6446983325691352,722,22
0,0,198,1,0.6050131581196436,970,6
29,2,229,3,0.5996592879536451,18,13
1,1,236,2,0.6368591634513672,722,14
1,1,292,2,0.6391857384857232,722,15
1,1,415,2,0.6654491296640049,722,26
71,1,488,2,0.3608474674059813,20,5
488,2,540,3,0.4760062107907806,5,5
0,0,622,1,0.6436152458088892,970,23
292,2,660,3,0.5323555117318504,15,6
2,2,706,3,0.6729549493300445,336,11
71,1,731,2,0.4942706432106952,20,11
2,2,746,3,0.6789973970430707,336,23
2,2,844,3,0.6748786176799669,336,14
415,2,877,3,0.6074073553588378,26,14
2,2,981,3,0.6917244154620446,336,18
0,0,989,1,0.6232461256650577,970,13
2,2,1106,3,0.6468118877220557,336,10
182,2,1123,3,0.5448112858320285,22,6
1,1,1267,2,0.6247696183935327,722,10
0,0,1287,1,0.6217246687233661,970,6
2,2,1344,3,0.6724989457295484,336,9
1,1,1419,2,0.6663682376648552,722,19
2,2,1440,3,0.6542496374886327,336,11
0,0,1464,1,0.6286347022630435,970,14
2,2,1510,3,0.6489461967362007,336,3
4,1,1594,2,0.48325270543321963,21,11
236,2,1696,3,0.559381560647124,14,12
59,2,1722,3,0.5782899447219539,24,6
0,0,1831,1,0.6540438956170199,970,24
1,1,1873,2,0.6177429433706724,722,11
1464,1,1884,2,0.5052993285471888,14,14
26,2,1899,3,0.5800344301669109,25,19
2,2,2060,3,0.6862039401964998,336,12
1,1,2206,2,0.6189670130292781,722,10
2,2,2340,3,0.6627457659392996,336,19
2,2,2516,3,0.6348486969477514,336,4
1,1,2528,2,0.6155905424272877,722,14
2,2,2559,3,0.6777411166114824,336,16
2,2,2813,3,0.6183596536399152,336,5
1,1,2863,2,0.6181521062258514,722,14
12,1,3056,2,0.5594285071244532,40,4
1,1,3297,2,0.6205189977578279,722,17
415,2,3361,3,0.5586143171571658,26,7
2,2,3371,3,0.6187753660097441,336,3
3297,2,3424,3,0.529096722303762,17,6
1287,1,3560,2,0.46367964592322125,6,6
2,2,3562,3,0.6640345589559822,336,13
1,1,3704,2,0.6319227515698809,722,19
182,2,3765,3,0.4895259030880135,22,6
12,1,3778,2,0.5970472778704198,40,9
1419,2,3831,3,0.5460409083312483,19,7
622,1,3845,2,0.5507809421092796,23,4
2863,2,3998,3,0.5068926147182335,14,8
1,1,4196,2,0.6292134240072137,722,15
1,1,4235,2,0.6410651240883688,722,21
4235,2,4236,3,0.5645695717497543,21,9
0,0,4266,1,0.6182179318370938,970,16
4266,1,4273,2,0.4943511484316545,16,16
4273,2,4274,3,0.47378161195446455,16,5
59,2,4403,3,0.5831555719156446,24,8
2,2,4558,3,0.6552342129152369,336,5
0,0,4561,1,0.639928047862618,970,8
3297,2,4587,3,0.5294680927738564,17,11
26,2,4625,3,0.5036953819070458,25,6
4,1,4656,2,0.5048737069726321,21,5
4196,2,4721,3,0.5461890464480957,15,11
59,2,4781,3,0.5537746436991647,24,10
12,1,4944,2,0.5618417137959021,40,7
2863,2,5010,3,0.46651676837048595,14,3
2,2,5024,3,0.6433720993830242,336,9
1,1,5152,2,0.6357111623568393,722,12
5152,2,5153,3,0.5250800371296231,12,8
1,1,5379,2,0.5947129866616995,722,6
176,2,5715,3,0.45672050368583994,6,3
0,0,5760,1,0.6033176887146333,970,4
0,0,5828,1,0.6289524338381172,970,13
1831,1,5974,2,0.4937978701093563,24,20
1,1,5981,2,0.6042062056191051,722,5
4235,2,6022,3,0.5636587725013629,21,9
4656,2,6058,3,0.46641971122052145,5,5
1,1,6097,2,0.6339548278774538,722,6
4273,2,6099,3,0.5845886043277367,16,4
5974,2,6137,3,0.4832497167244913,20,10
6097,2,6158,3,0.523788871468227,6,4
3704,2,6161,3,0.5089396282841251,19,7
4561,1,6185,2,0.4008502499165443,8,8
6185,2,6186,3,0.4396553472141973,8,4
2206,2,6190,3,0.4587064688279115,10,6
1267,2,6287,3,0.49525719808225616,10,7
12,1,6291,2,0.5809840272001314,40,8
139,1,6323,2,0.42168424091239104,5,5
1419,2,6332,3,0.44022476014721734,19,1
6323,2,6350,3,0.3796828102625536,5,5
198,1,6387,2,0.2148959997157815,6,6
6291,2,6452,3,0.4922977130785308,8,6
1,1,6459,2,0.6064943569045068,722,13
1,1,6461,2,0.6316949966938851,722,10
5981,2,6577,3,0.4199825313080778,5,4
1419,2,6582,3,0.519120699574554,19,4
2528,2,6602,3,0.4698891803555159,14,4
2,2,6622,3,0.6603605789824805,336,10
12,1,6673,2,0.542034908859896,40,3
4196,2,6730,3,0.492454112454519,15,4
1,1,6732,2,0.5898136824429585,722,6
6732,2,6733,3,0.39686311393346474,6,3
2528,2,6765,3,0.5774813548921751,14,8
1594,2,6777,3,0.4903379285906507,11,8
1831,1,6780,2,0.46722077587222344,24,4
1,1,6895,2,0.6159844777144233,722,9
3704,2,6935,3,0.4994723756411256,19,5
0,0,6948,1,0.6211052565580235,970,10
4235,2,6969,3,0.4887313191510274,21,3
182,2,7003,3,0.4804148939097654,22,3
6459,2,7011,3,0.4820466033096882,13,5
1873,2,7045,3,0.4660408142820679,11,7
6459,2,7046,3,0.4043169042565962,13,3
12,1,7068,2,0.5043038856732838,40,5
3560,2,7122,3,0.4496625767081124,6,6
6895,2,7143,3,0.526248353383379,9,9
6673,2,7160,3,0.26963473494597356,3,1
4,1,7161,2,0.39418558952041227,21,5
3056,2,7186,3,0.4366544127676899,4,4
5379,2,7231,3,0.40281515101363075,6,4
1,1,7244,2,0.6199631515648332,722,11
5152,2,7303,3,0.49395436880579696,12,4
6461,2,7304,3,0.5186660584183337,10,10
7244,2,7316,3,0.4406220009782708,11,7
4944,2,7362,3,0.44846333591530724,7,7
731,2,7389,3,0.5195972282639708,11,5
12,1,7394,2,0.5185334094848092,40,4
3778,2,7405,3,0.5440061737018523,9,6
1884,2,7425,3,0.5610726239011032,14,7
622,1,7427,2,0.511864702801449,23,7
7427,2,7428,3,0.3382734876126063,7,4
5828,1,7440,2,0.4281113326694282,13,8
7440,2,7442,3,0.47337907412096625,8,5
989,1,7481,2,0.36732082835748864,13,8
7481,2,7482,3,0.41983861414908824,8,4
3845,2,7503,3,0.39233661614870263,4,4
292,2,7526,3,0.5023106425814245,15,3
6387,2,7531,3,0.41957589549854085,6,4
6780,2,7532,3,0.34832283261874397,4,3
0,0,7536,1,0.6151162774776411,970,8
7536,1,7537,2,0.32157812144945547,8,3
7537,2,7538,3,0.33978255470891777,3,3
1884,2,7553,3,0.5310599086516463,14,5
0,0,7564,1,0.6269806142543121,970,6
7564,1,7565,2,0.35153415397491194,6,6
7565,2,7566,3,0.4786807732961202,6,6
415,2,7569,3,0.5032953788591712,26,2
182,2,7576,3,0.48768030211290864,22,5
7068,2,7578,3,0.4611598280239733,5,5
71,1,7580,2,0.31731695339184135,20,3
7580,2,7581,3,0.35245519610436377,3,3
6459,2,7601,3,0.4747856047555555,13,5
292,2,7611,3,0.5123065263518335,15,6
5760,1,7619,2,0.18176562641470215,4,2
7619,2,7620,3,0.287435528064605,2,2
989,1,7666,2,0.3918470453221519,13,5
7666,2,7667,3,0.3499099685532865,5,4
1,1,7669,2,0.6223140108852298,722,4
7427,2,7671,3,0.42932431625319334,7,3
5828,1,7680,2,0.46632551097766123,13,2
7680,2,7681,3,0.3456568548066901,2,1
6291,2,7692,3,0.3984640203404444,8,1
5974,2,7695,3,0.46275687793000114,20,6
6948,1,7704,2,0.3659544788632436,10,3
