layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.77870735192635
1,20,190,190,82.48293096246458,0.43412068927612935,970,4.901705000039024
2,75,2775,2775,1150.776063303679,0.4146940768661906,970,5.152123399695144
3,174,15051,15051,7084.533330644122,0.4707018358012173,970,5.13314127624442
