node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_prior,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,4.77870735192635,713,1490,0.4785234899328859,0.1,2.0,195,970,0,,"[1,71,4266,4,1831,4561,139,12,1287,1464,622,5828,989,198,7536,7564,5760,6948,7786,7794]",20
1,4.752704223382708,622,1490,0.4174496644295302,0.1,2.0,195,722,1,0.0,"[2,29,292,415,182,236,59,26,3297,1419,2863,4235,4196,5152,176,6097,3704,2206,1267,5981,2528,6732,6459,1873,6895,5379,6461,7244,7756,7669]",30
2,4.700147417459148,458,1490,0.3073825503355705,0.1,2.0,195,336,2,1.0,"[3,56,85,111,706,746,844,981,1106,1344,1440,1510,2060,2340,2516,2559,2813,3371,3562,4558,5024,6622,7866,7874,7878,7907]",26
3,5.383984132674549,610,1490,0.4093959731543624,0.1,2.0,195,90,3,2.0,,0
4,5.416573742984804,64,1490,0.0429530201342281,0.1,2.0,195,21,1,0.0,"[4656,1594,7161]",3
12,4.623243078791257,152,1490,0.1020134228187919,0.1,2.0,195,40,1,0.0,"[6291,6673,3056,4944,3778,7068,7394]",7
26,5.1707577099628566,103,1490,0.0691275167785235,0.1,2.0,195,25,2,1.0,"[1899,4625]",2
29,5.167583894682273,102,1490,0.0684563758389261,0.1,2.0,195,18,2,1.0,"[229,7824,7882]",3
56,4.003786442134998,169,1490,0.1134228187919463,0.1,2.0,195,15,3,2.0,,0
59,4.968282561313691,125,1490,0.0838926174496644,0.1,2.0,195,24,2,1.0,"[1722,4403,4781]",3
71,5.454002340075905,49,1490,0.0328859060402684,0.1,2.0,195,20,1,0.0,"[488,731,7580,7855]",4
85,4.974743006938571,176,1490,0.1181208053691275,0.1,2.0,195,13,3,2.0,,0
111,4.932676193692498,166,1490,0.1114093959731543,0.1,2.0,195,11,3,2.0,,0
139,5.50041735433355,53,1490,0.0355704697986577,0.1,2.0,195,5,1,0.0,[6323],1
176,4.675536203119459,74,1490,0.0496644295302013,0.1,2.0,195,6,2,1.0,"[5715,7876]",2
182,5.217631073707847,125,1490,0.0838926174496644,0.1,2.0,195,22,2,1.0,"[1123,3765,7003,7576,7843]",5
198,7.080257207040928,4,1490,0.0026845637583892,0.1,2.0,195,6,1,0.0,[6387],1
229,4.890639021826823,201,1490,0.1348993288590604,0.1,2.0,195,13,3,29.0,,0
236,4.743938460539932,58,1490,0.0389261744966442,0.1,2.0,195,14,2,1.0,"[1696,7738]",2
292,5.010539013587295,103,1490,0.0691275167785235,0.1,2.0,195,15,2,1.0,"[660,7526,7611]",3
415,5.083618247870399,129,1490,0.0865771812080536,0.1,2.0,195,26,2,1.0,"[877,3361,7569,7881]",4
488,6.131807753425622,19,1490,0.0127516778523489,0.1,2.0,195,5,2,71.0,[540],1
540,4.571333689283883,88,1490,0.0590604026845637,0.1,2.0,195,5,3,488.0,,0
622,4.817252286260698,154,1490,0.1033557046979865,0.1,2.0,195,23,1,0.0,"[7427,3845,7739,7890,7894]",5
660,4.944962212733978,106,1490,0.0711409395973154,0.1,2.0,195,6,3,292.0,,0
706,4.799018617045411,186,1490,0.1248322147651006,0.1,2.0,195,11,3,2.0,,0
731,4.852756322181383,92,1490,0.061744966442953,0.1,2.0,195,11,2,71.0,"[7389,7807,7826,7865,7887]",5
746,4.423176635904567,233,1490,0.1563758389261745,0.1,2.0,195,23,3,2.0,,0
844,4.802114346362505,143,1490,0.0959731543624161,0.1,2.0,195,14,3,2.0,,0
877,4.0869307649825215,139,1490,0.0932885906040268,0.1,2.0,195,14,3,415.0,,0
981,4.316215308698086,188,1490,0.1261744966442953,0.1,2.0,195,18,3,2.0,,0
989,5.090812574453663,64,1490,0.0429530201342281,0.1,2.0,195,13,1,0.0,"[7481,7666]",2
1106,5.08932142961621,167,1490,0.1120805369127516,0.1,2.0,195,10,3,2.0,,0
1123,5.203027467085639,99,1490,0.0664429530201342,0.1,2.0,195,6,3,182.0,,0
1267,5.341274830808171,88,1490,0.0590604026845637,0.1,2.0,195,10,2,1.0,"[6287,7898,7900]",3
1287,5.973734028935851,32,1490,0.021476510067114,0.1,2.0,195,6,1,0.0,[3560],1
1344,5.064658209515415,136,1490,0.0912751677852349,0.1,2.0,195,9,3,2.0,,0
1419,4.748332507429777,98,1490,0.0657718120805369,0.1,2.0,195,19,2,1.0,"[3831,6332,6582,7735]",4
1440,4.656286398930363,176,1490,0.1181208053691275,0.1,2.0,195,11,3,2.0,,0
1464,5.446315222922969,34,1490,0.0228187919463087,0.1,2.0,195,14,1,0.0,[1884],1
1510,5.179403420030375,65,1490,0.0436241610738255,0.1,2.0,195,3,3,2.0,,0
1594,4.9706652150006,68,1490,0.0456375838926174,0.1,2.0,195,11,2,4.0,"[6777,7868,7909]",3
1696,5.066973440987982,181,1490,0.121476510067114,0.1,2.0,195,12,3,236.0,,0
1722,5.2409911402373455,162,1490,0.1087248322147651,0.1,2.0,195,6,3,59.0,,0
1831,4.835523612321012,108,1490,0.07248322147651,0.1,2.0,195,24,1,0.0,"[5974,6780]",2
1873,5.651168976045366,43,1490,0.0288590604026845,0.1,2.0,195,11,2,1.0,"[7045,7846,7893]",3
1884,4.441187640035007,120,1490,0.0805369127516778,0.1,2.0,195,14,2,1464.0,"[7425,7553,7860]",3
1899,4.4443787477445005,155,1490,0.1040268456375839,0.1,2.0,195,19,3,26.0,,0
2060,5.0457479941166445,187,1490,0.1255033557046979,0.1,2.0,195,12,3,2.0,,0
2206,5.938142907206396,34,1490,0.0228187919463087,0.1,2.0,195,10,2,1.0,"[6190,7798]",2
2340,4.688454408365019,199,1490,0.1335570469798657,0.1,2.0,195,19,3,2.0,,0
2516,5.296750687855853,73,1490,0.048993288590604,0.1,2.0,195,4,3,2.0,,0
2528,4.9791778736517145,113,1490,0.0758389261744966,0.1,2.0,195,14,2,1.0,"[6602,6765,7820]",3
2559,4.210799669184217,171,1490,0.1147651006711409,0.1,2.0,195,16,3,2.0,,0
2813,5.180442885598737,68,1490,0.0456375838926174,0.1,2.0,195,5,3,2.0,,0
2863,5.485817598820443,74,1490,0.0496644295302013,0.1,2.0,195,14,2,1.0,"[3998,5010,7750]",3
3056,5.672804230067448,47,1490,0.0315436241610738,0.1,2.0,195,4,2,12.0,[7186],1
3297,5.23308957800185,65,1490,0.0436241610738255,0.1,2.0,195,17,2,1.0,"[3424,4587]",2
3361,4.62544888872635,109,1490,0.0731543624161073,0.1,2.0,195,7,3,415.0,,0
3371,5.358011169093748,42,1490,0.0281879194630872,0.1,2.0,195,3,3,2.0,,0
3424,4.971065486691468,122,1490,0.0818791946308724,0.1,2.0,195,6,3,3297.0,,0
3560,5.042137149936221,92,1490,0.061744966442953,0.1,2.0,195,6,2,1287.0,[7122],1
3562,4.670141031448556,168,1490,0.1127516778523489,0.1,2.0,195,13,3,2.0,,0
3704,5.35422080793226,88,1490,0.0590604026845637,0.1,2.0,195,19,2,1.0,"[6161,6935,7741]",3
3765,5.68486845395274,67,1490,0.0449664429530201,0.1,2.0,195,6,3,182.0,,0
3778,5.17741395695657,93,1490,0.0624161073825503,0.1,2.0,195,9,2,12.0,"[7405,7875,7901]",3
3831,5.2038589352454965,92,1490,0.061744966442953,0.1,2.0,195,7,3,1419.0,,0
3845,5.720230097756938,41,1490,0.0275167785234899,0.1,2.0,195,4,2,622.0,[7503],1
3998,5.063103449104262,99,1490,0.0664429530201342,0.1,2.0,195,8,3,2863.0,,0
4196,5.169579202675837,60,1490,0.0402684563758389,0.1,2.0,195,15,2,1.0,"[4721,6730]",2
4235,5.394897654261373,98,1490,0.0657718120805369,0.1,2.0,195,21,2,1.0,"[4236,6022,6969]",3
4236,4.388162688658543,124,1490,0.0832214765100671,0.1,2.0,195,9,3,4235.0,,0
4266,6.094614339863728,32,1490,0.021476510067114,0.1,2.0,195,16,1,0.0,[4273],1
4273,3.855469936432243,109,1490,0.0731543624161073,0.1,2.0,195,16,2,4266.0,"[4274,6099,7883,7889]",4
4274,5.572043977813044,41,1490,0.0275167785234899,0.1,2.0,195,5,3,4273.0,,0
4403,5.070116922527109,125,1490,0.0838926174496644,0.1,2.0,195,8,3,59.0,,0
4558,5.101634791041564,79,1490,0.0530201342281879,0.1,2.0,195,5,3,2.0,,0
4561,5.426845034665151,81,1490,0.0543624161073825,0.1,2.0,195,8,1,0.0,[6185],1
4587,4.977818591093081,151,1490,0.1013422818791946,0.1,2.0,195,11,3,3297.0,,0
4625,5.296278958732725,66,1490,0.0442953020134228,0.1,2.0,195,6,3,26.0,,0
4656,4.697546386284207,104,1490,0.0697986577181208,0.1,2.0,195,5,2,4.0,[6058],1
4721,5.125987729387135,149,1490,0.1,0.1,2.0,195,11,3,4196.0,,0
4781,5.170415756937937,110,1490,0.0738255033557047,0.1,2.0,195,10,3,59.0,,0
4944,5.174185382182243,70,1490,0.046979865771812,0.1,2.0,195,7,2,12.0,[7362],1
5010,5.289368172123893,53,1490,0.0355704697986577,0.1,2.0,195,3,3,2863.0,,0
5024,5.259287909891601,155,1490,0.1040268456375839,0.1,2.0,195,9,3,2.0,,0
5152,5.31249743012187,60,1490,0.0402684563758389,0.1,2.0,195,12,2,1.0,"[5153,7303]",2
5153,5.183883797167801,126,1490,0.0845637583892617,0.1,2.0,195,8,3,5152.0,,0
5379,6.373015617345592,20,1490,0.0134228187919463,0.1,2.0,195,6,2,1.0,"[7231,7734]",2
5715,5.062820567867687,27,1490,0.0181208053691275,0.1,2.0,195,3,3,176.0,,0
5760,7.306531398939504,0,1490,0.0,0.1,2.0,195,4,1,0.0,"[7619,7844]",2
5828,5.393595546864351,65,1490,0.0436241610738255,0.1,2.0,195,13,1,0.0,"[7440,7680,7851,7902,7904]",5
5974,5.91357800845091,37,1490,0.0248322147651006,0.1,2.0,195,20,2,1831.0,"[6137,7695,7832]",3
5981,6.079649153806484,20,1490,0.0134228187919463,0.1,2.0,195,5,2,1.0,"[6577,7897]",2
6022,4.839315581184338,120,1490,0.0805369127516778,0.1,2.0,195,9,3,4235.0,,0
6058,6.068712903287029,22,1490,0.0147651006711409,0.1,2.0,195,5,3,4656.0,,0
6097,5.145204350600166,62,1490,0.0416107382550335,0.1,2.0,195,6,2,1.0,"[6158,7880]",2
6099,4.841151000142111,127,1490,0.085234899328859,0.1,2.0,195,4,3,4273.0,,0
6137,4.6364411012071045,122,1490,0.0818791946308724,0.1,2.0,195,10,3,5974.0,,0
6158,4.952127830452299,119,1490,0.0798657718120805,0.1,2.0,195,4,3,6097.0,,0
6161,5.072721050487981,92,1490,0.061744966442953,0.1,2.0,195,7,3,3704.0,,0
6185,5.5321112527313625,10,1490,0.0067114093959731,0.1,2.0,195,8,2,4561.0,"[6186,7821]",2
6186,5.308027888616928,114,1490,0.0765100671140939,0.1,2.0,195,4,3,6185.0,,0
6190,4.983902705184107,80,1490,0.0536912751677852,0.1,2.0,195,6,3,2206.0,,0
6287,5.234745424168943,77,1490,0.0516778523489932,0.1,2.0,195,7,3,1267.0,,0
6291,5.319997829331692,66,1490,0.0442953020134228,0.1,2.0,195,8,2,12.0,"[6452,7692,7863]",3
6323,5.0983122057993135,41,1490,0.0275167785234899,0.1,2.0,195,5,2,139.0,[6350],1
6332,7.306531398939504,0,1490,0.0,0.1,2.0,195,1,3,1419.0,,0
6350,5.81099141967581,32,1490,0.021476510067114,0.1,2.0,195,5,3,6323.0,,0
6387,6.29266736635561,23,1490,0.0154362416107382,0.1,2.0,195,6,2,198.0,"[7531,7810]",2
6452,5.270611085784733,83,1490,0.0557046979865771,0.1,2.0,195,6,3,6291.0,,0
6459,5.79684793471901,49,1490,0.0328859060402684,0.1,2.0,195,13,2,1.0,"[7011,7046,7601]",3
6461,5.136584313764204,97,1490,0.0651006711409395,0.1,2.0,195,10,2,1.0,[7304],1
