depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
4,0.01,0.1,0.1,0,4.7703578792082135,0.0,1
4,0.01,0.1,0.1,1,4.4083709658059735,0.5971675028856942,20
4,0.01,0.1,0.1,2,3.8577756932197333,0.6475745950895236,75
4,0.01,0.1,0.1,3,3.873579387335079,0.6495017926801278,174
