parent_layer,child_layer,pair_count,avg_js_distance,std_js_distance,child_weighted_avg_js_distance,total_parent_docs,total_child_docs,alpha,eta_used
0,1,60,0.6339842540980687,0.02870565802612824,0.5905822434056909,58200,970,0.05,0.05
1,2,255,0.5773194249579092,0.07530178579417596,0.613953951794893,26131,970,0.05,0.05
