depth,gamma,eta,alpha,layer,node_id,parent_id,entropy,doc_count,unique_words,total_words,path
3,0.05,0.05,0.05,0,0,,4.9570622587130035,970,1490,39423,
3,0.05,0.05,0.05,1,1046,,3.5738703453402794,7,326,76,
3,0.05,0.05,0.05,1,4214,,3.3716882235783907,13,465,111,
3,0.05,0.05,0.05,1,1,,4.738082448346402,390,1431,7499,
3,0.05,0.05,0.05,1,7013,,3.0637370026680477,5,206,68,
3,0.05,0.05,0.05,1,4784,,3.1464183118195765,5,203,47,
3,0.05,0.05,0.05,1,624,,0.0,9,358,0,
3,0.05,0.05,0.05,1,8871,,0.0,5,285,0,
3,0.05,0.05,0.05,1,8087,,3.588716727989237,15,573,145,
3,0.05,0.05,0.05,1,8665,,0.0,1,68,0,
3,0.05,0.05,0.05,1,7936,,3.1264007391033544,11,410,85,
3,0.05,0.05,0.05,1,34,,3.4283801162559575,15,473,68,
3,0.05,0.05,0.05,1,2835,,3.7687345269243653,18,510,73,
3,0.05,0.05,0.05,1,7160,,3.2706621483818474,14,515,62,
3,0.05,0.05,0.05,1,582,,3.553365900285423,21,597,84,
3,0.05,0.05,0.05,1,41,,3.2677549926423377,11,380,53,
3,0.05,0.05,0.05,1,9138,,3.291391426365177,3,197,67,
3,0.05,0.05,0.05,1,123,,3.455408788643877,11,384,68,
3,0.05,0.05,0.05,1,13,,3.726364508939541,13,439,119,
3,0.05,0.05,0.05,1,471,,3.550925721501544,7,254,95,
3,0.05,0.05,0.05,1,81,,4.01145198576585,18,573,215,
3,0.05,0.05,0.05,1,2741,,3.522894316639676,24,626,48,
3,0.05,0.05,0.05,1,178,,1.8562979903656263,6,273,8,
3,0.05,0.05,0.05,1,1353,,3.565768214385878,16,426,147,
3,0.05,0.05,0.05,1,1265,,3.02259056105686,19,551,86,
3,0.05,0.05,0.05,1,3232,,2.8370012273731535,13,438,23,
3,0.05,0.05,0.05,1,5571,,3.673412971982982,15,506,101,
3,0.05,0.05,0.05,1,5,,2.977383134885794,9,283,36,
3,0.05,0.05,0.05,1,165,,3.834316136493377,17,510,188,
3,0.05,0.05,0.05,1,9249,,2.8511510447428834,5,244,30,
3,0.05,0.05,0.05,1,1788,,3.6733752675779714,7,238,96,
3,0.05,0.05,0.05,1,572,,2.8863605995561867,12,457,101,
3,0.05,0.05,0.05,1,79,,3.324007742971026,8,353,108,
3,0.05,0.05,0.05,1,1784,,3.40949618447685,11,392,66,
3,0.05,0.05,0.05,1,1650,,2.921171710308588,10,365,47,
3,0.05,0.05,0.05,1,4972,,3.071030013843302,8,356,29,
3,0.05,0.05,0.05,1,125,,3.7102903864574275,21,597,74,
3,0.05,0.05,0.05,1,6182,,3.923040377244373,12,425,185,
3,0.05,0.05,0.05,1,736,,4.079785973389552,14,446,174,
3,0.05,0.05,0.05,1,204,,3.6619214612411866,9,327,171,
3,0.05,0.05,0.05,1,422,,2.6925460145662465,15,471,144,
3,0.05,0.05,0.05,1,9041,,3.721938058016358,6,297,122,
3,0.05,0.05,0.05,1,9127,,0.0,4,182,0,
3,0.05,0.05,0.05,1,6248,,3.4963328889769536,16,517,107,
3,0.05,0.05,0.05,1,6295,,2.4440846552677455,3,134,24,
3,0.05,0.05,0.05,1,8506,,2.4271961201474577,4,182,65,
3,0.05,0.05,0.05,1,8292,,3.8474671305608257,12,474,147,
3,0.05,0.05,0.05,1,5370,,2.5719180267776305,4,195,24,
3,0.05,0.05,0.05,1,5845,,3.5006785789838175,7,288,62,
3,0.05,0.05,0.05,1,9118,,3.2647257595896844,6,249,59,
3,0.05,0.05,0.05,1,9106,,3.875065216654722,8,379,165,
