layer,node_count,total_branches,avg_branching_factor,std_branching_factor,non_leaf_nodes,non_leaf_avg_branching,total_documents,gini_doc_distribution,gini_branch_distribution,alpha
0,1,60,60.0,0.0,1,60.0,970,0.0,0.0,0.05
1,60,255,4.25,7.571052326680442,60,4.25,970,0.565807560137457,0.43039215686274507,0.05
2,255,0,0.0,0.0,0,0.0,970,0.4016818273701233,0.0,0.05
