layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used,alpha_folder
0,1,0,0,0.0,0.0,970,4.960477294945372,0.05,0.05
1,60,1770,1770,933.4692711665238,0.5273837690206349,970,4.774634253032117,0.05,0.05
2,255,32385,32385,18385.710004372562,0.5677230200516462,970,4.577005269927204,0.05,0.05
