depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.05,0.05,0,4.9570622587130035,0.0,1
3,0.05,0.05,0.05,1,3.876624292250693,0.6517908198792584,60
3,0.05,0.05,0.05,2,3.6667266311958544,0.6546197790590812,255
