layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,alpha,eta,gamma,depth
0,1,970,970.0,0.00017087331729729905,0.47101747467955857,-0.6607889954740849,0.00017087331729729905,0.47101747467955857,-0.6607889954740849,,,,5,0.05,0.05,0.05,3
1,60,970,16.166666666666668,0.031118854682833787,0.586887550093719,-2.2509740046461704,0.04273802606639388,0.5588119965461752,-2.6619443075956366,0.1320439601537042,0.14845757964281672,1.374871933327287,5,0.05,0.05,0.05,3
2,255,970,3.803921568627451,0.07883889069590036,0.5674212732123732,-2.59409465740683,0.05823776621793301,0.5436996703899912,-2.7303448635846204,0.13515247712239514,0.1380885702394196,1.4743961659936085,5,0.05,0.05,0.05,3
