depth,gamma,eta,alpha,layer,node_id,parent_id,entropy,doc_count,unique_words,total_words,path
4,0.01,0.1,0.1,0,0,,4.790362893959555,970,1490,30597,
4,0.01,0.1,0.1,1,1,,4.768639845364751,735,1488,13697,
4,0.01,0.1,0.1,1,670,,3.642854281035364,33,758,146,
4,0.01,0.1,0.1,1,23,,4.495722363742247,40,886,611,
4,0.01,0.1,0.1,1,185,,3.9754703273975505,19,576,126,
4,0.01,0.1,0.1,1,372,,3.8933593518965286,35,775,102,
4,0.01,0.1,0.1,1,221,,3.1729144634318893,10,353,87,
4,0.01,0.1,0.1,1,882,,4.116375227435753,39,734,139,
4,0.01,0.1,0.1,1,4402,,0.6931471805599453,19,547,2,
4,0.01,0.1,0.1,1,2680,,3.587018740116986,15,498,61,
4,0.01,0.1,0.1,1,6430,,3.33149470297635,7,304,65,
4,0.01,0.1,0.1,1,74,,3.0331586790731078,7,332,35,
4,0.01,0.1,0.1,1,5966,,3.572137542965963,9,373,62,
4,0.01,0.1,0.1,1,6659,,2.1972245773362196,2,171,9,
4,0.01,0.1,0.1,2,5970,,3.525907933524481,7,255,47,
4,0.01,0.1,0.1,2,2,,4.358234600927959,319,1429,3172,
4,0.01,0.1,0.1,2,713,,3.863820903610267,14,434,90,
4,0.01,0.1,0.1,2,3258,,3.031144311777246,4,210,99,
4,0.01,0.1,0.1,2,3597,,3.6209018925172893,15,479,79,
4,0.01,0.1,0.1,2,2581,,3.9120230054281464,25,594,150,
4,0.01,0.1,0.1,2,2437,,3.3126263474808795,7,333,62,
4,0.01,0.1,0.1,2,4887,,3.871557072866432,8,351,106,
4,0.01,0.1,0.1,2,79,,3.588338224892057,12,463,208,
4,0.01,0.1,0.1,2,157,,4.162190225990806,18,504,185,
4,0.01,0.1,0.1,2,874,,4.195443360457585,25,666,345,
4,0.01,0.1,0.1,2,2641,,2.8087372363560936,8,332,104,
4,0.01,0.1,0.1,2,527,,3.463768870492989,28,699,427,
4,0.01,0.1,0.1,2,33,,3.6155361703869597,11,387,116,
4,0.01,0.1,0.1,2,1281,,3.2492359448750996,19,493,53,
