layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.021491643988249532,0.4749100529432076,-0.7119120796968417,0.021491643988249532,0.47491005294320765,-0.7119120796968417,,,,10,0.1,0.05,3,0.1
1,80,970,12.125,-0.028229508571683538,0.4604948907095628,-2.766264646776253,-0.08921336606563803,0.4387131287072183,-3.645273031409374,0.12442415793231638,0.14178156493272784,1.7607349288202991,10,0.1,0.05,3,0.1
2,351,970,2.7635327635327633,-0.01463218677226592,0.463833933997095,-3.080491043285524,-0.04469174207862422,0.4525668039986533,-3.14678530634343,0.11689272090333643,0.15075116248972703,1.5268679189605052,10,0.1,0.05,3,0.1
