depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.005,0.1,0,5.400484339033867,0.0,1
3,0.05,0.005,0.1,1,3.3346057330564367,0.6789566210763367,80
3,0.05,0.005,0.1,2,2.8006676760756317,0.6723275652062293,351
