total_nodes,total_layers,total_branches,global_avg_branching,global_std_branching,global_max_branching,global_total_documents,global_gini_doc_distribution,global_gini_branch_distribution
432,3,431,5.320987654320987,10.606109537354687,80,2910,0.7290855288277969,0.4957176821059265
