eta,gamma,depth,alpha,iteration,test_docs_count,valid_test_docs,matched_docs,total_test_words,log_likelihood,perplexity,avg_doc_perplexity,doc_match_rate,avg_path_length
0.01,0.05,3,0.1,195,194,194,194,16508,-99728.79716577676,420.41420972751007,420.41420972751007,1.0,3.0
