layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy,eta_used
0,1,0,0,0.0,0.0,970,5.31257830316611,0.01
1,76,2850,2850,1985.599149939438,0.6967014561191011,970,3.806045264577023,0.01
2,326,52975,52975,37620.683214199955,0.7101591923397821,970,3.3850884502431073,0.01
