alpha,layer,avg_branching_factor_mean,avg_branching_factor_std,avg_branching_factor_count,gini_doc_distribution_mean,gini_doc_distribution_std,gini_doc_distribution_count,gini_branch_distribution_mean,gini_branch_distribution_std,gini_branch_distribution_count,node_count_mean,node_count_std,total_documents_mean,run_id_<lambda>
1.0,0.0,60.5,4.9497,2,0.0,0.0,2,0.0,0.0,2,1.0,0.0,970.0,"2, 3"
1.0,1.0,4.1976,0.5889,2,0.5908,0.0438,2,0.4695,0.0581,2,60.5,4.9497,970.0,"2, 3"
1.0,2.0,0.0,0.0,2,0.4318,0.0583,2,0.0,0.0,2,252.5,14.8492,970.0,"2, 3"
