layer,node_count,total_pairs,max_pairs,sum_js_distance,avg_js_distance,total_documents,weighted_avg_renyi_entropy
0,1,0,0,0.0,0.0,970,4.902271835210666
1,45,990,990,448.2523275962236,0.45278012888507435,970,5.103660252618859
2,182,16471,16471,8122.557509559562,0.49314294879239645,970,5.004449764756015
