iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,4,970,-544493.2850138788,0,0,242.5,933,1
1,58,970,-517145.7218026901,200,54,16.724137931034484,790,1
2,101,970,-505683.8744402266,194,61,9.603960396039604,759,1
3,110,970,-500994.24843369814,186,49,8.818181818181818,738,1
4,118,970,-496241.27356422297,174,47,8.220338983050848,719,1
5,118,970,-493894.6703597464,195,43,8.220338983050848,703,1
6,120,970,-491361.2174882496,185,36,8.083333333333334,689,1
7,112,970,-489751.5702593771,189,34,8.660714285714286,671,1
8,124,970,-486358.15090348147,212,48,7.82258064516129,640,1
9,124,970,-485677.4987874061,217,37,7.82258064516129,622,1
10,124,970,-483995.50497001305,215,37,7.82258064516129,605,1
11,130,970,-482436.10785782064,230,35,7.461538461538462,588,1
12,131,970,-479824.7177485565,232,35,7.404580152671755,578,1
13,144,970,-476475.9284223891,230,48,6.736111111111111,556,1
14,142,970,-476988.00289299956,246,43,6.830985915492958,551,1
15,140,970,-475179.4785942534,233,34,6.928571428571429,531,1
16,145,970,-473382.15963243716,240,39,6.689655172413793,518,1
17,143,970,-473720.61336190015,224,35,6.783216783216783,508,1
18,141,970,-472461.0187788299,235,31,6.879432624113475,484,1
19,140,970,-473073.0813016363,255,29,6.928571428571429,479,1
20,132,970,-471653.6995243756,243,19,7.348484848484849,473,1
21,133,970,-471837.4535539362,247,30,7.293233082706767,460,1
22,141,970,-471764.88486633584,260,35,6.879432624113475,448,1
23,148,970,-470343.3953582464,238,34,6.554054054054054,446,1
24,150,970,-469325.8822929711,256,37,6.466666666666667,430,1
25,140,970,-469122.40904275526,249,29,6.928571428571429,420,1
26,143,970,-468755.4010351026,246,31,6.783216783216783,420,1
27,140,970,-467996.72989251907,241,31,6.928571428571429,410,1
28,147,970,-467157.1747747963,250,31,6.598639455782313,402,1
29,154,970,-466120.1774099148,263,33,6.298701298701299,392,1
30,149,970,-465411.0081881614,249,32,6.510067114093959,381,1
31,150,970,-465455.7640970233,243,32,6.466666666666667,373,1
32,154,970,-465654.2410746614,249,36,6.298701298701299,366,1
33,156,970,-465919.2663130861,251,25,6.217948717948718,366,1
34,147,970,-465882.3209984557,258,26,6.598639455782313,365,1
35,152,970,-464952.5746838591,277,34,6.381578947368421,358,1
36,151,970,-464396.1348963376,259,30,6.423841059602649,344,1
37,158,970,-464081.9622280939,280,32,6.139240506329114,344,1
38,165,970,-462528.22362225706,277,36,5.878787878787879,330,1
39,156,970,-463608.71650805284,273,24,6.217948717948718,326,1
