node_id,renyi_entropy_corrected,nonzero_word_count,total_vocabulary_size,sparsity_ratio,eta_prior,renyi_alpha,iteration,document_count,layer,parent_id,child_ids,child_count
0,4.93769007247729,789,1490,0.5295302013422819,0.1,2.0,500,970,0,,"[1,21,27,14,135,37,48,1292,2214,58,77,242,561,4460,3185,7678,458,3757,7233,6311,6073,7583,30,6510,8991,5831,7945,204,8950,9226,8789,5384,8556,7594,3811,9639,8476,9410,9565,9704,8332,9711,9544,9751]",44
1,4.7887020805162654,631,1490,0.423489932885906,0.1,2.0,500,507,1,0.0,"[2,3,46,70,102,117,118,124,150,179,197,229,292,345,359,480,492,524,573,574,640,768,803,960,1291,1363,1467,1589,1711,1925,2428,3184,3468,4634,5537,7696,8009,8189,8691,8814,9300,9627,9690,9692,9753]",45
2,4.730729163648796,389,1490,0.2610738255033557,0.1,2.0,500,41,2,1.0,,0
3,4.461175644875229,126,1490,0.0845637583892617,0.1,2.0,500,8,2,1.0,,0
14,5.366258425815143,110,1490,0.0738255033557047,0.1,2.0,500,33,1,0.0,"[327,3827,9126,9737]",4
21,4.811660607591431,186,1490,0.1248322147651006,0.1,2.0,500,25,1,0.0,"[44,8488]",2
27,5.535208422356981,53,1490,0.0355704697986577,0.1,2.0,500,17,1,0.0,"[94,1367,9727,9728,9742]",5
30,5.596181241031407,61,1490,0.0409395973154362,0.1,2.0,500,11,1,0.0,"[9156,9725,9740,9746]",4
37,5.108857740411604,45,1490,0.0302013422818791,0.1,2.0,500,8,1,0.0,[1527],1
44,4.534005471052625,166,1490,0.1114093959731543,0.1,2.0,500,16,2,21.0,,0
46,4.778042648862748,212,1490,0.1422818791946308,0.1,2.0,500,15,2,1.0,,0
48,5.062837333040128,124,1490,0.0832214765100671,0.1,2.0,500,27,1,0.0,"[1664,5550,9686,9731]",4
58,5.337307394030179,53,1490,0.0355704697986577,0.1,2.0,500,14,1,0.0,"[3646,6740]",2
70,4.6543168602284135,160,1490,0.1073825503355704,0.1,2.0,500,13,2,1.0,,0
77,5.3020301532460286,43,1490,0.0288590604026845,0.1,2.0,500,7,1,0.0,[3706],1
94,4.902305715165535,183,1490,0.1228187919463087,0.1,2.0,500,7,2,27.0,,0
102,4.934453771159937,199,1490,0.1335570469798657,0.1,2.0,500,14,2,1.0,,0
117,4.8432921523504575,157,1490,0.1053691275167785,0.1,2.0,500,13,2,1.0,,0
118,3.82128741256072,342,1490,0.2295302013422819,0.1,2.0,500,36,2,1.0,,0
124,4.978540019100957,141,1490,0.0946308724832214,0.1,2.0,500,7,2,1.0,,0
135,5.238653590349603,77,1490,0.0516778523489932,0.1,2.0,500,11,1,0.0,"[1032,9383,9744]",3
150,4.751873766635851,197,1490,0.1322147651006711,0.1,2.0,500,12,2,1.0,,0
179,4.87242003326804,193,1490,0.1295302013422818,0.1,2.0,500,20,2,1.0,,0
197,5.066908914517562,234,1490,0.1570469798657718,0.1,2.0,500,15,2,1.0,,0
204,4.885421283531554,89,1490,0.059731543624161,0.1,2.0,500,17,1,0.0,"[9281,9469,9743]",3
229,4.684417902701564,206,1490,0.138255033557047,0.1,2.0,500,21,2,1.0,,0
242,4.881974676399338,169,1490,0.1134228187919463,0.1,2.0,500,30,1,0.0,"[4601,8467,8867,9370,9729,9759]",6
292,4.378444110995288,114,1490,0.0765100671140939,0.1,2.0,500,10,2,1.0,,0
327,5.079464535273181,232,1490,0.1557046979865771,0.1,2.0,500,13,2,14.0,,0
345,4.73406038480509,188,1490,0.1261744966442953,0.1,2.0,500,12,2,1.0,,0
359,4.432251689812941,180,1490,0.1208053691275167,0.1,2.0,500,16,2,1.0,,0
458,5.163044515076972,93,1490,0.0624161073825503,0.1,2.0,500,15,1,0.0,"[8252,9458]",2
480,4.959456645383978,155,1490,0.1040268456375839,0.1,2.0,500,9,2,1.0,,0
492,4.912180215755996,264,1490,0.1771812080536912,0.1,2.0,500,23,2,1.0,,0
524,4.922461316414578,97,1490,0.0651006711409395,0.1,2.0,500,7,2,1.0,,0
561,4.922516542147078,72,1490,0.0483221476510067,0.1,2.0,500,15,1,0.0,"[6107,9546,9748]",3
573,4.920190956719659,175,1490,0.1174496644295302,0.1,2.0,500,15,2,1.0,,0
574,4.766932086760473,85,1490,0.0570469798657718,0.1,2.0,500,6,2,1.0,,0
640,5.133789968959599,186,1490,0.1248322147651006,0.1,2.0,500,11,2,1.0,,0
768,4.753294831336004,158,1490,0.1060402684563758,0.1,2.0,500,18,2,1.0,,0
803,4.936763047563551,80,1490,0.0536912751677852,0.1,2.0,500,5,2,1.0,,0
960,4.627796808464469,167,1490,0.1120805369127516,0.1,2.0,500,16,2,1.0,,0
1032,5.022385721660439,125,1490,0.0838926174496644,0.1,2.0,500,5,2,135.0,,0
1291,5.145016805377234,118,1490,0.0791946308724832,0.1,2.0,500,8,2,1.0,,0
1292,5.201845565577449,78,1490,0.0523489932885906,0.1,2.0,500,18,1,0.0,"[2170,9738]",2
1363,4.573430308073073,157,1490,0.1053691275167785,0.1,2.0,500,15,2,1.0,,0
1367,5.20859582365911,82,1490,0.0550335570469798,0.1,2.0,500,5,2,27.0,,0
1467,5.1003238494987135,92,1490,0.061744966442953,0.1,2.0,500,6,2,1.0,,0
1527,4.878903786254703,138,1490,0.0926174496644295,0.1,2.0,500,8,2,37.0,,0
1589,4.543071986481103,162,1490,0.1087248322147651,0.1,2.0,500,13,2,1.0,,0
1664,4.708492172757324,89,1490,0.059731543624161,0.1,2.0,500,10,2,48.0,,0
1711,4.88732886780605,122,1490,0.0818791946308724,0.1,2.0,500,9,2,1.0,,0
1925,4.983894842339105,225,1490,0.1510067114093959,0.1,2.0,500,17,2,1.0,,0
2170,5.0622348087266005,222,1490,0.148993288590604,0.1,2.0,500,17,2,1292.0,,0
2214,5.230672528295001,52,1490,0.0348993288590604,0.1,2.0,500,11,1,0.0,[2215],1
2215,4.595843818864365,120,1490,0.0805369127516778,0.1,2.0,500,11,2,2214.0,,0
2428,4.941426445933946,160,1490,0.1073825503355704,0.1,2.0,500,11,2,1.0,,0
3184,4.849248836288215,140,1490,0.0939597315436241,0.1,2.0,500,8,2,1.0,,0
3185,6.991272625314786,6,1490,0.0040268456375838,0.1,2.0,500,8,1,0.0,"[7616,9755,9758]",3
3468,4.798215678632055,76,1490,0.0510067114093959,0.1,2.0,500,5,2,1.0,,0
3646,5.168888997797272,109,1490,0.0731543624161073,0.1,2.0,500,4,2,58.0,,0
3706,4.611812872228323,90,1490,0.0604026845637583,0.1,2.0,500,7,2,77.0,,0
3757,4.891072178675389,176,1490,0.1181208053691275,0.1,2.0,500,14,1,0.0,"[8426,9745,9750]",3
3811,5.437369005362463,60,1490,0.0402684563758389,0.1,2.0,500,4,1,0.0,[9613],1
3827,5.220431436089297,124,1490,0.0832214765100671,0.1,2.0,500,11,2,14.0,,0
