depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.001,0.1,0.1,0,4.930046563546751,0.0,1
3,0.001,0.1,0.1,1,4.262531964493326,0.6194420380760361,44
3,0.001,0.1,0.1,2,4.020787221428592,0.6281468136402257,147
