record_time,len_stable_docs,jaccard_mean,jaccard_std,ratio_mean,ratio_std,jaccard_list,ratio_list
0,"[599, 600, 605, 599, 600, 594, 592, 586, 587, 609, 620, 625, 629, 624, 618, 601, 591, 594, 599, 598, 597]",0.9536528140618608,0.010890840820625962,0.20000000000000004,2.7755575615628914e-17,"[0.9655737704918033, 0.965742251223491, 0.9545454545454546, 0.9401294498381877, 0.9573770491803278, 0.9506578947368421, 0.9568106312292359, 0.9747474747474747, 0.9415584415584416, 0.9384858044164038, 0.9483568075117371, 0.9563182527301092, 0.9517133956386293, 0.9559055118110236, 0.9535256410256411, 0.9445350734094616, 0.9651741293532339, 0.971900826446281, 0.9463414634146341, 0.9336569579288025]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
1,"[597, 605, 615, 619, 614, 615, 619, 622, 618, 621, 622, 621, 625, 622, 630, 621, 621, 615, 615, 614, 621]",0.9514537788704693,0.009061418480722784,0.20000000000000004,2.7755575615628914e-17,"[0.9608482871125612, 0.967741935483871, 0.9681020733652312, 0.9509493670886076, 0.9507936507936507, 0.9494470774091627, 0.9512578616352201, 0.9375, 0.957345971563981, 0.9513343799058085, 0.945226917057903, 0.946875, 0.9545454545454546, 0.9440993788819876, 0.9485981308411215, 0.9620853080568721, 0.9619047619047619, 0.9400630914826499, 0.944620253164557, 0.9357366771159875]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[621, 627, 629, 633, 638, 634, 636, 626, 617, 624, 630, 630, 632, 635, 630, 624, 624, 627, 637, 629, 637]",0.9536468169979783,0.008847961923882217,0.20000000000000004,2.7755575615628914e-17,"[0.9622641509433962, 0.9594383775351014, 0.9565891472868217, 0.9553846153846154, 0.950920245398773, 0.9568567026194145, 0.9475308641975309, 0.9391575663026521, 0.9574132492113565, 0.9472049689440993, 0.9595645412130638, 0.9565891472868217, 0.9613003095975232, 0.9342507645259939, 0.9532710280373832, 0.9684542586750788, 0.9425465838509317, 0.9476117103235747, 0.968895800933126, 0.9476923076923077]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
3,"[637, 639, 635, 629, 628, 634, 635, 636, 644, 643, 647, 648, 649, 652, 643, 638, 636, 634, 632, 641, 645]",0.9610467726229913,0.0070134595404102665,0.20000000000000004,2.7755575615628914e-17,"[0.963076923076923, 0.9450381679389313, 0.9657853810264385, 0.9548989113530326, 0.9475308641975309, 0.9674418604651163, 0.9583975346687211, 0.9753086419753086, 0.9648854961832061, 0.9604863221884499, 0.9621212121212122, 0.962178517397882, 0.9622926093514329, 0.9591527987897126, 0.9557251908396946, 0.963020030816641, 0.9659442724458205, 0.9537037037037037, 0.9705882352941176, 0.9633587786259542]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
4,"[645, 645, 634, 633, 638, 635, 628, 633, 641, 635, 649, 646, 632, 622, 621, 632, 639, 641, 639, 633, 628]",0.9554215669508099,0.009509689966756519,0.20000000000000004,2.7755575615628914e-17,"[0.9486404833836858, 0.9467275494672754, 0.9582689335394127, 0.9464012251148545, 0.9554531490015361, 0.9642301710730948, 0.94, 0.96, 0.9540581929555896, 0.9513677811550152, 0.9328358208955224, 0.9601226993865031, 0.9655172413793104, 0.973015873015873, 0.9578125, 0.9614197530864198, 0.9631901840490797, 0.9541984732824428, 0.9479326186830015, 0.9672386895475819]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
5,"[628, 630, 633, 630, 629, 631, 634, 632, 634, 630, 633, 634, 635, 630, 620, 617, 619, 618, 622, 623, 630]",0.9550549964691137,0.007241316054011154,0.20000000000000004,2.7755575615628914e-17,"[0.938366718027735, 0.9703588143525741, 0.9490740740740741, 0.9429012345679012, 0.9565217391304348, 0.958204334365325, 0.9567233384853169, 0.9537037037037037, 0.9536321483771252, 0.955108359133127, 0.9613003095975232, 0.9553158705701078, 0.9612403100775194, 0.9500780031201248, 0.9634920634920635, 0.9650238473767886, 0.9511041009463722, 0.9558359621451105, 0.9483568075117371, 0.9547581903276131]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
6,"[630, 642, 647, 648, 651, 647, 645, 643, 634, 637, 643, 640, 633, 635, 625, 626, 623, 618, 620, 620, 622]",0.9543603961142904,0.008022387083902125,0.20000000000000004,2.7755575615628914e-17,"[0.944954128440367, 0.953030303030303, 0.9532428355957768, 0.9475262368815592, 0.9518796992481203, 0.9575757575757575, 0.9634146341463414, 0.9615975422427036, 0.9464012251148545, 0.9423368740515933, 0.943939393939394, 0.9584615384615385, 0.9720062208398134, 0.96875, 0.9455676516329704, 0.9485179407176287, 0.9574132492113565, 0.9557661927330173, 0.9558359621451105, 0.9589905362776026]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
7,"[622, 622, 609, 607, 608, 606, 611, 610, 620, 628, 635, 635, 634, 639, 640, 635, 626, 618, 622, 628, 623]",0.9521101374255508,0.008765360845233024,0.20000000000000004,2.7755575615628914e-17,"[0.9529042386185244, 0.9477848101265823, 0.9581320450885669, 0.9533762057877814, 0.9486356340288925, 0.9378980891719745, 0.950479233226837, 0.9309262166405023, 0.9469578783151326, 0.9371165644171779, 0.9568567026194145, 0.9493087557603687, 0.9584615384615385, 0.9586523736600306, 0.9645608628659477, 0.9520123839009288, 0.9652448657187994, 0.9620253164556962, 0.9561815336463224, 0.9546875]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
8,"[623, 622, 620, 621, 616, 619, 624, 628, 630, 636, 629, 620, 628, 625, 629, 624, 620, 618, 621, 614, 618]",0.9573915247665372,0.007032976076276515,0.20000000000000004,2.7755575615628914e-17,"[0.95141065830721, 0.9559055118110236, 0.9481946624803768, 0.9666136724960255, 0.9665605095541401, 0.973015873015873, 0.953198127925117, 0.9595015576323987, 0.9506933744221879, 0.958204334365325, 0.9607535321821036, 0.9561128526645768, 0.9517133956386293, 0.9624413145539906, 0.9578125, 0.9652448657187994, 0.9557661927330173, 0.9604430379746836, 0.9510268562401264, 0.943217665615142]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
9,"[618, 618, 619, 617, 622, 628, 638, 636, 637, 625, 623, 617, 611, 619, 618, 614, 619, 619, 615, 612, 617]",0.9553210957080844,0.008890042948496574,0.20000000000000004,2.7755575615628914e-17,"[0.9587955625990491, 0.9572784810126582, 0.9587955625990491, 0.9604430379746836, 0.9500780031201248, 0.9537037037037037, 0.9480122324159022, 0.9464831804281345, 0.9445300462249615, 0.9530516431924883, 0.9589257503949447, 0.9585326953748007, 0.9462025316455697, 0.9634920634920635, 0.9617834394904459, 0.9571428571428572, 0.9374021909233177, 0.9463722397476341, 0.9758454106280193, 0.969551282051282]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
