total_nodes,total_layers,total_branches,global_avg_branching,global_std_branching,global_max_branching,global_total_documents,global_gini_doc_distribution,global_gini_branch_distribution
151,3,150,5.172413793103448,6.560429787840813,29,2910,0.7522632621014543,0.46896551724137936
